id,publisher_key,name_latex,name_unicode,default_address
1129,le-bord-de-letat,Le bord de l'{\'e}tat,Le bord de l'état,
1130,le-bord-de-leau,Le Bord de l'eau,Le Bord de l'eau,
1131,le-cherche-midi,Le Cherche Midi,Le Cherche Midi,
1132,le-corridor-bleu,Le corridor bleu,Le corridor bleu,
1133,le-memorial-de-caen,Le M{\'e}morial de Caen,Le Mémorial de Caen,
1134,le-monde-editions,Le monde {\'e}ditions,Le monde éditions,
1135,le-monnier,Le Monnier,Le Monnier,
1136,le-plein-des-sens,Le Plein des sens,Le Plein des sens,
1137,le-pommier,Le Pommier,Le Pommier,
1138,le-portique,Le portique,Le portique,
1139,le-preambule,Le pr{\'e}ambule,Le préambule,
1140,lecoffre-j-gabalda-et-cie,"Lecoffre, J.~Gabalda et Cie","Lecoffre, J. Gabalda et Cie",
1141,leeman,Leeman,Leeman,
1142,legas,Legas,Legas,
1143,leibniz-gesellschaft,Leibniz Gesellschaft,Leibniz Gesellschaft,
1144,leibniz-zentrum-fur-informatik,"Leibniz-Zentrum f{\""u}r Informatik",Leibniz-Zentrum für Informatik,
1145,leicester-university-press,Leicester University Press,Leicester University Press,
1146,leipziger-universitatsverlag,"Leipziger Universit{\""a}tsverlag",Leipziger Universitätsverlag,
1147,lenos,Lenos,Lenos,
1148,leno-z,LenoZ,LenoZ,
1149,leonhard-simion,Leonhard Simion,Leonhard Simion,
1150,les-editions-d-ithaque,Les {\'E}ditions d'Ithaque,Les Éditions d'Ithaque,
1151,les-editions-de-la-msh,Les {\'E}ditions de la MSH,Les Éditions de la MSH,
1152,les-belles-lettres,Les Belles Lettres,Les Belles Lettres,
1153,les-cahiers-de-l-egare,Les Cahiers de l'Egar{\'e},Les Cahiers de l'Egaré,
1154,les-empecheurs-de-penser-en-rond,Les Emp{\^e}cheurs de penser en rond,Les Empêcheurs de penser en rond,
1155,les-impressions-nouvelles,Les Impressions nouvelles,Les Impressions nouvelles,
1156,les-presses-du-reel,Les Presses du r{\'e}el,Les Presses du réel,
1157,lessius,Lessius,Lessius,
1158,lettrage-distribution,Lettrage distribution,Lettrage distribution,
1159,lettre-volee,Lettre vol{\'e}e,Lettre volée,
1160,leuschner-lubensky,Leuschner \& Lubensky,Leuschner & Lubensky,
1161,leuven-university-press,Leuven University Press,Leuven University Press,
1162,lexington-books,Lexington Books,Lexington Books,
1163,lgf,LGF,LGF,
1164,liana-levi,Liana Levi,Liana Levi,
1165,liber,Liber,Liber,
1166,liberal-arts-press,Liberal Arts Press,Liberal Arts Press,
1167,liberty-fund,Liberty Fund,Liberty Fund,
1168,libra,Libra,Libra,
1169,librairie-academique-perrin,Librairie Acad{\'e}mique Perrin,Librairie Académique Perrin,
1170,librairie-alphonse-picard-fils,Librairie Alphonse Picard \& Fils,Librairie Alphonse Picard & Fils,
1171,librairie-artheme-fayard,Librairie Arth{\`e}me Fayard,Librairie Arthème Fayard,
1172,librairie-au-velin-d-or,Librairie au V{\'e}lin d'Or,Librairie au Vélin d'Or,
1173,librairie-d-auguste-durand,Librairie d'Auguste Durand,Librairie d'Auguste Durand,
1174,librairie-kundig,Librairie Kundig,Librairie Kundig,
1175,librairie-philosophique-de-ladrange,Librairie philosophique de Ladrange,Librairie philosophique de Ladrange,
1176,librairie-philosophique-jean-vrin,Librairie philosophique Jean Vrin,Librairie philosophique Jean Vrin,
1177,librairie-scientifique-et-technique-albert-blanchard,Librairie scientifique et technique Albert Blanchard,Librairie scientifique et technique Albert Blanchard,
1178,library-of-theoria,Library of Theoria,Library of Theoria,
1179,lignes-manifestes,Lignes-Manifestes,Lignes-Manifestes,
1180,liguori-editore,Liguori Editore,Liguori Editore,
1181,lincom-europa,Lincom Europa,Lincom Europa,
1182,linguistic-society-of-america-at-the-waverly-press-inc,"Linguistic Society of America at the Waverly Press, Inc.","Linguistic Society of America at the Waverly Press, Inc.",
1184,linguistics-department-university-of-california,"Linguistics Department, University of California","Linguistics Department, University of California",
1185,linkoping-university-dept-of-computer-and-information-science,"Link{\""o}ping University, Dept.~of Computer {and} Information Science","Linköping University, Dept. of Computer and Information Science",
1186,lippincott-raven,Lippincott-Raven,Lippincott-Raven,
1187,liss,Liss,Liss,
1188,lit-verlag,Lit Verlag,Lit Verlag,
1189,little-big-man,Little big man,Little big man,
1190,little-brown-and-co,"Little, Brown {and} Co.","Little, Brown and Co.",
1191,littlefield-adams-company,"Littlefield, Adams \& Company","Littlefield, Adams & Company",
1192,liveright-publishing-company,Liveright Publishing Company,Liveright Publishing Company,
1193,liverpool-university-press,Liverpool University Press,Liverpool University Press,
1194,liviana-editrice,Liviana Editrice,Liviana Editrice,
1195,loeb-classical-library,Loeb Classical Library,Loeb Classical Library,
1196,loescher,Loescher,Loescher,
1197,loffredo,Loffredo,Loffredo,
1198,logos,Logos,Logos,
1199,logos-verlag,Logos Verlag,Logos Verlag,
1200,longman,Longman,Longman,
1201,longmans-green-co,"Longmans, Green \& Co.","Longmans, Green & Co.",
1202,longmans-green-reader-and-dyer,"Longmans, Green, Reader, {and} Dyer","Longmans, Green, Reader, and Dyer",
1203,longwood-academics,Longwood Academics,Longwood Academics,
1204,lothar-stiehm-verlag,Lothar Stiehm Verlag,Lothar Stiehm Verlag,
1205,louis-nebert,Louis Nebert,Louis Nebert,
1206,louisiana-state-university-press,Louisiana State University Press,Louisiana State University Press,
1207,loyola-university-press,Loyola University Press,Loyola University Press,
1208,luchterhand,Luchterhand,Luchterhand,
1209,lucius-und-lucius,Lucius und Lucius,Lucius und Lucius,
1210,lugd,LUGD,LUGD,
1211,lunds-universitet-filosofiska-institutionen,"Lunds Universitet, Filosofiska Institutionen","Lunds Universitet, Filosofiska Institutionen",
1212,luther-agricola-society,Luther-Agricola-Society,Luther-Agricola-Society,
1213,lux,Lux,Lux,
1214,m-haban,M.~Haban,M. Haban,
1215,m-houdiart,M.~Houdiart,M. Houdiart,
1216,m-sell-editeurs,M.~Sell editeurs,M. Sell editeurs,
1217,me-sharpe,M.E.~Sharpe,M.E. Sharpe,
1218,mediaspaul,M{\'e}diaspaul,Médiaspaul,
1219,meridiens-klincksieck,M{\'e}ridiens Klincksieck,Méridiens Klincksieck,
1220,metropolis,M{\'e}tropolis,Métropolis,
1221,mac-lachlan-and-stewart,MacLachlan {and} Stewart,MacLachlan and Stewart,
1222,macleay-press,Macleay Press,Macleay Press,
1223,macmillan,Macmillan,Macmillan,
1224,mac-millan-publishing-co,MacMillan Publishing Co.,MacMillan Publishing Co.,
1225,mac-millan-reference,MacMillan Reference,MacMillan Reference,
1226,macmillan-barclay-macmillan,"Macmillan, Barclay, \& Macmillan","Macmillan, Barclay, & Macmillan",
1227,madison-books,Madison Books,Madison Books,
1228,magi-books,Magi Books,Magi Books,
1229,maisonneuve-et-larose,Maisonneuve et Larose,Maisonneuve et Larose,
1230,malden-polity-press,Malden Polity Press,Malden Polity Press,
1231,maloine-sa-editeur,Maloine SA Editeur,Maloine SA Editeur,
1232,maloine-sa-editeur-et-doin,Maloine SA Editeur et Doin,Maloine SA Editeur et Doin,
1233,mame,Mame,Mame,
1234,manchester-university-press,Manchester University Press,Manchester University Press,
1235,manucius,Manucius,Manucius,
1236,manuscrito,Manuscrito,Manuscrito,
1237,manutius-verlag,Manutius Verlag,Manutius Verlag,
1238,manzsche-verlags-und-universitatsbuchhandlung,"Manzsche Verlags- und Universit{\""a}tsbuchhandlung",Manzsche Verlags- und Universitätsbuchhandlung,
1239,marabout,Marabout,Marabout,
1240,marcel-dekker,Marcel Dekker,Marcel Dekker,
1241,marcel-riviere-et-cie,Marcel Rivière et Cie,Marcel Rivière et Cie,
1242,marcianum-press,Marcianum Press,Marcianum Press,
1243,marietti,Marietti,Marietti,
1244,markham-publishing-co,Markham Publishing Co.,Markham Publishing Co.,
1245,maro-verlag,Maro Verlag,Maro Verlag,
1246,marquette-university-press,Marquette University Press,Marquette University Press,
1247,martin-eberhard-dorn,Martin Eberhard Dorn,Martin Eberhard Dorn,
1248,martins,Martins,Martins,
1249,martinus-nijhoff-publishers,Martinus Nijhoff Publishers,Martinus Nijhoff Publishers,
1250,marzorati,Marzorati,Marzorati,
1251,maspero,Maspero,Maspero,
1252,masson,Masson,Masson,
1253,master-books,Master Books,Master Books,
1254,mathematical-association-of-america,Mathematical Association of America,Mathematical Association of America,
1255,mathesis-publications,Mathesis Publications,Mathesis Publications,
1256,matilala-banarsidass,Matilala Banarsidass,Matilala Banarsidass,
1257,matthes-seitz,Matthes \& Seitz,Matthes & Seitz,
1258,matthias-grunewald-verlag,"Matthias-Gr{\""u}newald-Verlag",Matthias-Grünewald-Verlag,
1259,max-niehans,Max Niehans,Max Niehans,
1260,max-niemeyer-verlag,Max Niemeyer Verlag,Max Niemeyer Verlag,
1261,max-planck-institut-fur-informatik,"Max-Planck-Institut f{\""u}r Informatik",Max-Planck-Institut für Informatik,
1262,mayfield-publishing-co,Mayfield Publishing Co.,Mayfield Publishing Co.,
1263,mc-farland-company-inc,"McFarland \& Company, Inc.","McFarland & Company, Inc.",
1264,mc-gill-queens-university-press,McGill-Queen's University Press,McGill-Queen's University Press,
1265,mc-graw-hill-inc,"McGraw-Hill, Inc.","McGraw-Hill, Inc.",
1266,mc-master-university,McMaster University,McMaster University,
1267,mef,MEF,MEF,
1268,melbourne-university-press,Melbourne University Press,Melbourne University Press,
1269,memphis-state-university-press,Memphis State University Press,Memphis State University Press,
1270,mentis-verlag,Mentis Verlag,Mentis Verlag,
1271,mentor-books,Mentor Books,Mentor Books,
1272,mercer-university-press,Mercer University Press,Mercer University Press,
1273,mercure-de-france,Mercure de France,Mercure de France,
1274,mesr,MESR,MESR,
1275,messeiller,Messeiller,Messeiller,
1276,methuen-co,Methuen \& Co.,Methuen & Co.,
1277,metro-books,Metro Books,Metro Books,
1278,michael-joseph-ltd,Michael Joseph Ltd.,Michael Joseph Ltd.,
1279,michalon,Michalon,Michalon,
1280,michigan-state-university-press,Michigan State University Press,Michigan State University Press,
1281,microsoft-press,Microsoft Press,Microsoft Press,
1282,milan,Milan,Milan,
1283,mille-et-une-nuit,Mille et une nuit,Mille et une nuit,
1284,mimesis-edizioni,Mimesis Edizioni,Mimesis Edizioni,
1285,mind-group-philosophisches-seminar-der-johannes-gutenberg-universitat-mainz,"MIND Group, Philosophisches Seminar der Johannes Gutenberg Universit{\""a}t Mainz","MIND Group, Philosophisches Seminar der Johannes Gutenberg Universität Mainz",
1286,minerva,Minerva,Minerva,
1287,minkowski-institute-press,Minkowski Institute Press,Minkowski Institute Press,
1288,mir-publishers,Mir Publishers,Mir Publishers,
1289,modern-library,Modern Library,Modern Library,
1291,mols,Mols,Mols,
1292,monash-university-publishing,Monash University Publishing,Monash University Publishing,
1293,monasterii-aschendorf,Monasterii; Aschendorf,Monasterii; Aschendorf,
1294,mondad-press,Mondad Press,Mondad Press,
1295,montaigne-aubier,Montaigne-Aubier,Montaigne-Aubier,
1296,montesinos,Montesinos,Montesinos,
1297,montmerci,Montmerci,Montmerci,
1298,moonstone,Moonstone,Moonstone,
1299,morawa,Morawa,Morawa,
1300,morcelliana,Morcelliana,Morcelliana,
1301,morgan-kaufmann-publishers,Morgan Kaufmann Publishers,Morgan Kaufmann Publishers,
1302,morhien,Morhien,Morhien,
1303,motilal-banarsidass,Motilal Banarsidass,Motilal Banarsidass,
1304,mott,Mott,Mott,
1305,mouton,Mouton,Mouton,
1306,msh-alpes,MSH Alpes,MSH Alpes,
1307,muller,Muller,Muller,
1308,munshiram-manoharlal,Munshiram Manoharlal,Munshiram Manoharlal,
1309,nagel,Nagel,Nagel,
1310,name,Name,Name,
1311,nasza-ksiegarnia-znp,"Nasza Ksiegarnia, ZNP","Nasza Ksiegarnia, ZNP",
1312,nathan,Nathan,Nathan,
1313,national-labour-press-limited,"National Labour Press, Limited","National Labour Press, Limited",
1314,nature-publishing-group,Nature Publishing Group,Nature Publishing Group,
1315,naud,Naud,Naud,
1316,nauka-pub,Nauka pub.,Nauka pub.,
1317,nbu-press,NBU Press,NBU Press,
1318,nemira,Nemira,Nemira,
1319,new-directions,New Directions,New Directions,
1320,new-press,New Press,New Press,
1321,new-university-press,New University Press,New University Press,
1322,new-york-academy-of-sciences,New York Academy of Sciences,New York Academy of Sciences,
1323,new-york-university-press,New York University Press,New York University Press,
1324,nicolaische-buchhandlung,Nicolaische Buchhandlung,Nicolaische Buchhandlung,
1325,nil,NIL,NIL,
1326,nivola,Nivola,Nivola,
1327,nodus-publikationen,Nodus Publikationen,Nodus Publikationen,
1328,nomos,Nomos,Nomos,
1329,noordhoff-international-publishing,Noordhoff International Publishing,Noordhoff International Publishing,
1330,norstedts,Norstedts,Norstedts,
1331,north-holland-publishing-co,North-Holland Publishing Co.,North-Holland Publishing Co.,
1332,northeastern-university,Northeastern University,Northeastern University,
1333,northern-illinois-university-press,Northern Illinois University Press,Northern Illinois University Press,
1334,northwestern-university-press,Northwestern University Press,Northwestern University Press,
1335,norwood,Norwood,Norwood,
1336,nouveau-monde-editions,Nouveau Monde {\'e}ditions,Nouveau Monde éditions,
1337,nova-science-publishers,Nova Science Publishers,Nova Science Publishers,
1338,novalis,Novalis,Novalis,
1339,oeil,O.E.I.L.,O.E.I.L.,
1340,or-reisland,O.R.~Reisland,O.R. Reisland,
1341,o-reilly-and-associates-inc,"O'Reilly {and} Associates, Inc.","O'Reilly and Associates, Inc.",
1342,odense-university-press,Odense University Press,Odense University Press,
1343,officina-di-studi-medievali,Officina di Studi Medievali,Officina di Studi Medievali,
1344,ohio-state-university-press,Ohio State University Press,Ohio State University Press,
1345,oikoymenh,Oikoymenh,Oikoymenh,
1346,old-mission,Old Mission,Old Mission,
1347,oldnourne-book-co-ltd,Oldnourne Book Co.~Ltd,Oldnourne Book Co. Ltd,
1348,olivegrove,Olivegrove,Olivegrove,
1349,oliver-and-boyd,Oliver {and} Boyd,Oliver and Boyd,
1350,olms-weidmann,Olms Weidmann,Olms Weidmann,
1351,oneworld,Oneworld,Oneworld,
1352,ontario-society-for-the-study-of-argumentation,Ontario Society for the Study of Argumentation,Ontario Society for the Study of Argumentation,
1353,ontos-verlag,Ontos Verlag,Ontos Verlag,
1354,opales,Opales,Opales,
1355,open-book-publishers,Open Book Publishers,Open Book Publishers,
1356,open-court-publishing-co,Open Court Publishing Co.,Open Court Publishing Co.,
1357,open-humanities-press,Open Humanities Press,Open Humanities Press,
1358,open-university-press,Open University Press,Open University Press,
1359,ophrys,Ophrys,Ophrys,
1360,orbis,Orbis,Orbis,
1361,oriel-press,Oriel Press,Oriel Press,
1362,orion-publishing-group,Orion Publishing Group,Orion Publishing Group,
1363,orsay,Orsay,Orsay,
1364,orthotetes-editrice,Orthotetes Editrice,Orthotetes Editrice,
1365,oslo-university-press,Oslo University Press,Oslo University Press,
1366,ossolineum,Ossolineum,Ossolineum,
1367,otto-harrassowitz,Otto Harrassowitz,Otto Harrassowitz,
1368,otto-reichl-verlag,Otto Reichl Verlag,Otto Reichl Verlag,
1369,otto-wiegand,Otto Wiegand,Otto Wiegand,
1370,oxford-university-press,Oxford University Press,Oxford University Press,
1371,oxus,Oxus,Oxus,
1372,p-r-publishing-co,P \& R Publishing Co.,P & R Publishing Co.,
1373,p-lethielleux,P.~Lethielleux,P. Lethielleux,
1374,p-picquier,P.~Picquier,P. Picquier,
1375,pg-philipsens-forlag,P.G.~Philipsens Forlag,P.G. Philipsens Forlag,
1376,paari,Paari,Paari,
1377,pacini,Pacini,Pacini,
1378,pageant-press-international-corp,Pageant Press International Corp.,Pageant Press International Corp.,
1379,paidos,Paid{\'o}s,Paidós,
1380,palas-atenea,Palas Atenea,Palas Atenea,
1381,palgrave-macmillan,Palgrave Macmillan,Palgrave Macmillan,
1382,pan-stanford-publishing,Pan Stanford Publishing,Pan Stanford Publishing,
1383,pan-verlag-rolf-heise,Pan Verlag Rolf Heise,Pan Verlag Rolf Heise,
1384,pano-verlag,Pano Verlag,Pano Verlag,
1385,pantheon-assas,Panth{\'e}on-Assas,Panthéon-Assas,
1386,pantheon-books,Pantheon Books,Pantheon Books,
1387,paradigm-publlishers,Paradigm Publlishers,Paradigm Publlishers,
1388,paragon-house,Paragon House,Paragon House,
1389,paragon-press,Paragon Press,Paragon Press,
1390,parentheses,Parenth{\'e}ses,Parenthéses,
1391,parerga-verlag,Parerga Verlag,Parerga Verlag,
1392,parmenides-publishing,Parmenides Publishing,Parmenides Publishing,
1393,parole-et-silence,Parole et silence,Parole et silence,
1394,passagen,Passagen,Passagen,
1395,paternoster-press,Paternoster Press,Paternoster Press,
1396,patmos,Patmos,Patmos,
1397,paul-chapman,Paul Chapman,Paul Chapman,
1398,paul-haupt-verlag,Paul Haupt Verlag,Paul Haupt Verlag,
1399,payot,Payot,Payot,
1400,pearson-education-ltd,"Pearson Education, Ltd.","Pearson Education, Ltd.",
1401,pedone,Pedone,Pedone,
1402,pegasus-books,Pegasus Books,Pegasus Books,
1403,pelican,Pelican,Pelican,
1404,penguin-books,Penguin Books,Penguin Books,
1405,pennsylvania-state-university-press,Pennsylvania State University Press,Pennsylvania State University Press,
1406,perennial,Perennial,Perennial,
1407,pergamon-press,Pergamon Press,Pergamon Press,
1408,perry-lane-press,Perry Lane Press,Perry Lane Press,
1409,peter-de-ridder-press,Peter de Ridder Press,Peter de Ridder Press,
1410,peter-lang,Peter Lang,Peter Lang,
1411,petra,Petra,Petra,
1412,petrocelli-books,Petrocelli Books,Petrocelli Books,
1413,phebus,Ph{\'e}bus,Phébus,
1414,phaidon,Phaidon,Phaidon,
1415,pharmathemes-editions-communication-sante,"Pharmath{\'e}mes {\'e}ditions, communication, sant{\'e}","Pharmathémes éditions, communication, santé",
1416,philed,Philed,Philed,
1417,philip-goodall,Philip Goodall,Philip Goodall,
1418,philo-verlag,Philo Verlag,Philo Verlag,
1419,philosup,Philo-sup,Philo-sup,
1420,philosophia-verlag,Philosophia Verlag,Philosophia Verlag,
1421,philosophical-library,Philosophical Library,Philosophical Library,
1422,philosophical-library-inc,Philosophical Library Inc.,Philosophical Library Inc.,
1423,philosophisches-institut-rostock,Philosophisches Institut Rostock,Philosophisches Institut Rostock,
1424,philosophy-department-research-school-of-social-sciences-australian-national-university,"Philosophy Department, Research School of Social Sciences, Australian National University","Philosophy Department, Research School of Social Sciences, Australian National University",
1425,philosophy-documentation-center,Philosophy Documentation Center,Philosophy Documentation Center,
1426,philosophy-of-science-association,Philosophy of Science Association,Philosophy of Science Association,
1427,phil-swiss-schriften-zur-philosophie,PhilSwiss Schriften zur Philosophie,PhilSwiss Schriften zur Philosophie,
1428,phoenix,Phoenix,Phoenix,
1429,physica-verlag-rudolf-liebing-kg,"Physica-Verlag, Rudolf Liebing K.G.","Physica-Verlag, Rudolf Liebing K.G.",
1430,pica-press,Pica Press,Pica Press,
1431,piccin-nuova-libraria,Piccin Nuova Libraria,Piccin Nuova Libraria,
1432,pichon-et-durand-auzias,Pichon et Durand-Auzias,Pichon et Durand-Auzias,
1433,pickering-chatto,Pickering \& Chatto,Pickering & Chatto,
1434,pickwick-publications,Pickwick Publications,Pickwick Publications,
1435,pierre-belfond,Pierre Belfond,Pierre Belfond,
1436,pierre-le-dru,Pierre Le Dru,Pierre Le Dru,
1437,pierre-mardaga,Pierre Mardaga,Pierre Mardaga,
1438,pimlico,Pimlico,Pimlico,
1439,pinter-publishers,Pinter Publishers,Pinter Publishers,
1440,piper-verlag,Piper Verlag,Piper Verlag,
1441,pitagora,Pitagora,Pitagora,
1442,pitman,Pitman,Pitman,
1443,pl-academic-research,PL Academic Research,PL Academic Research,
1444,plenum-press,Plenum Press,Plenum Press,
1445,plon,Plon,Plon,
1446,pluto-press,Pluto Press,Pluto Press,
1447,pocket,Pocket,Pocket,
1448,polimetrica,Polimetrica,Polimetrica,
1449,polity-press,Polity Press,Polity Press,
1450,polygraphischer-verlag,Polygraphischer Verlag,Polygraphischer Verlag,
1451,poncet-le-preux,Poncet Le Preux,Poncet Le Preux,
1452,pontifical-institute-of-mediaeval-studies,Pontifical Institute of Mediaeval Studies,Pontifical Institute of Mediaeval Studies,
1453,porrua,Porr{\'u}a,Porrúa,
1454,pour-la-science,Pour la science,Pour la science,
1455,pozza,Pozza,Pozza,
1456,praeger,Praeger,Praeger,
1457,prahins,Prahins,Prahins,
1458,praxe-polskiego-kol-a-naukowego-w-moskwie-sekcya-matematycznoprzyrodnicza,"Praxe Polskiego Kol a Naukowego w Moskwie, Sekcya matematyczno-przyrodnicza","Praxe Polskiego Kol a Naukowego w Moskwie, Sekcya matematyczno-przyrodnicza",
1459,precedent-publishing-inc,Precedent Publishing Inc.,Precedent Publishing Inc.,
1460,prentice-hall-inc,"Prentice-Hall, Inc.","Prentice-Hall, Inc.",
1461,press-of-case-western-reserve-university,Press of Case Western Reserve University,Press of Case Western Reserve University,
1462,presse-universitaire-de-leyde,Presse universitaire de Leyde,Presse universitaire de Leyde,
1463,presses-de-lecole-normale-superieure-de-fontenay-saint-cloud,Presses de l'{\'e}cole Normale Sup{\'e}rieure de Fontenay Saint-Cloud,Presses de l'école Normale Supérieure de Fontenay Saint-Cloud,
1464,presses-de-lecole-normale-superieure-de-paris,Presses de l'{\'e}cole normale sup{\'e}rieure de Paris,Presses de l'école normale supérieure de Paris,
1465,presses-de-l-acfas,Presses de l'ACFAS,Presses de l'ACFAS,
1466,presses-de-l-universite-de-montreal,Presses de l'Universit{\'e} de Montr{\'e}al,Presses de l'Université de Montréal,
1467,presses-de-l-universite-de-nancy,Presses de l'Universit{\'e} de Nancy,Presses de l'Université de Nancy,
1468,presses-de-l-universite-de-paris-sorbonne,Presses de l'Universit{\'e} de Paris-Sorbonne,Presses de l'Université de Paris-Sorbonne,
1469,presses-de-l-universite-laval,Presses de l'Universit{\'e} Laval,Presses de l'Université Laval,
1470,presses-de-la-renaissance,Presses de la Renaissance,Presses de la Renaissance,
1471,presses-de-sciences-po,Presses de Sciences Po,Presses de Sciences Po,
1472,presses-polytechniques-et-universitaires-romandes,Presses polytechniques et universitaires romandes,Presses polytechniques et universitaires romandes,
1474,presses-universitaires-d-aix-marseille,Presses universitaires d'Aix-Marseille,Presses universitaires d'Aix-Marseille,
1475,presses-universitaires-d-ottawa,Presses Universitaires d'Ottawa,Presses Universitaires d'Ottawa,
1476,presses-universitaires-de-bordeaux,Presses universitaires de Bordeaux,Presses universitaires de Bordeaux,
1477,presses-universitaires-de-caen,Presses universitaires de Caen,Presses universitaires de Caen,
1478,presses-universitaires-de-dijon,Presses universitaires de Dijon,Presses universitaires de Dijon,
1479,presses-universitaires-de-france,Presses Universitaires de France,Presses Universitaires de France,
1480,presses-universitaires-de-grenoble,Presses Universitaires de Grenoble,Presses Universitaires de Grenoble,
1481,presses-universitaires-de-liege,Presses Universitaires de Li{\`e}ge,Presses Universitaires de Liège,
1482,presses-universitaires-de-lille,Presses universitaires de Lille,Presses universitaires de Lille,
1483,presses-universitaires-de-louvain,Presses Universitaires de Louvain,Presses Universitaires de Louvain,
1484,presses-universitaires-de-lyon,Presses Universitaires de Lyon,Presses Universitaires de Lyon,
1485,presses-universitaires-de-namur,Presses universitaires de Namur,Presses universitaires de Namur,
1486,presses-universitaires-de-pau,Presses Universitaires de Pau,Presses Universitaires de Pau,
1487,presses-universitaires-de-provence,Presses Universitaires de Provence,Presses Universitaires de Provence,
1488,presses-universitaires-de-rennes,Presses universitaires de Rennes,Presses universitaires de Rennes,
1489,presses-universitaires-de-rouen,Presses universitaires de Rouen,Presses universitaires de Rouen,
1490,presses-universitaires-de-strasbourg,Presses Universitaires de Strasbourg,Presses Universitaires de Strasbourg,
1491,presses-universitaires-de-toulouse-le-mirail,Presses Universitaires de Toulouse Le Mirail,Presses Universitaires de Toulouse Le Mirail,
1492,presses-universitaires-de-vincennes,Presses Universitaires de Vincennes,Presses Universitaires de Vincennes,
1493,presses-universitaires-du-septentrion,Presses universitaires du Septentrion,Presses universitaires du Septentrion,
1494,presses-universitaires-franccomtoises,Presses universitaires franc-comtoises,Presses universitaires franc-comtoises,
1495,preussische-akademie-der-wissenschaften,Preussische Akademie der Wissenschaften,Preussische Akademie der Wissenschaften,
1496,primus-verlag,Primus Verlag,Primus Verlag,
1497,princeton-university-press,Princeton University Press,Princeton University Press,
1498,priority-press,Priority Press,Priority Press,
1499,privat,Privat,Privat,
1501,pro-helvetia-kulturstiftung,Pro Helvetia Kulturstiftung,Pro Helvetia Kulturstiftung,
1502,profile-books,Profile Books,Profile Books,
1503,program-in-human-rights-and-medicine,Program in Human Rights {and} Medicine,Program in Human Rights and Medicine,
1504,prometheus-books,Prometheus Books,Prometheus Books,
1505,psychology-press,Psychology Press,Psychology Press,
1506,psychology-press-and-taylor-francis,Psychology Press and Taylor \& Francis,Psychology Press and Taylor & Francis,
1507,pubblicazioni-della-classe-di-lettere-e-filosofia-delle-scuola-normale-superiore-di-pisa,Pubblicazioni della Classe di Lettere e Filosofia delle Scuola Normale Superiore di Pisa,Pubblicazioni della Classe di Lettere e Filosofia delle Scuola Normale Superiore di Pisa,
1508,publication-de-l-ens-de-fontenay-saint-cloud,Publication de l'E.N.S.~de Fontenay-Saint-Cloud,Publication de l'E.N.S. de Fontenay-Saint-Cloud,
1509,publication-du-departement-de-philosophie-de-paris-x-nanterre,Publication du d{\'e}partement de philosophie de Paris X -- Nanterre,Publication du département de philosophie de Paris X – Nanterre,
1510,publications-de-centre-universitaire,Publications de Centre Universitaire,Publications de Centre Universitaire,
1511,publications-de-l-universite-de-saint-etienne,Publications de l'Universit{\'e} de Saint-{\'E}tienne,Publications de l'Université de Saint-Étienne,
1512,publications-de-l-universite-de-toulouse-ii,Publications de l'Universit{\'e} de Toulouse II.,Publications de l'Université de Toulouse II.,
1513,publications-de-la-sorbonne,Publications de la Sorbonne,Publications de la Sorbonne,
1514,publications-des-facultes-universitaires-saint-louis,Publications des Facult{\'e}s Universitaires Saint Louis,Publications des Facultés Universitaires Saint Louis,
1515,punctum,Punctum,Punctum,
1516,purdue-university-press,Purdue University Press,Purdue University Press,
1517,pygmalion,Pygmalion,Pygmalion,
1518,quadrangle-book,Quadrangle Book,Quadrangle Book,
1519,quadruple-books,Quadruple Books,Quadruple Books,
1520,quakers-hill-press,Quakers Hill Press,Quakers Hill Press,
1521,quattroventi,Quattroventi,Quattroventi,
1522,quelle-meyer,Quelle \& Meyer,Quelle & Meyer,
1523,quintette,Quintette,Quintette,
1524,quodlibet,Quodlibet,Quodlibet,
1525,quorum-books,Quorum Books,Quorum Books,
1526,r-heise,R.~Heise,R. Heise,
1527,r-noske,R.~Noske,R. Noske,
1528,r-oldenbourg-verlag,R.~Oldenbourg Verlag,R. Oldenbourg Verlag,
1529,r-voigtlander,"R.~Voigtl{\""a}nder",R. Voigtländer,
1530,rm-rohrer,R.M.~Rohrer,R.M. Rohrer,
1531,rv-deckers-verlag,R.v.~Decker's Verlag,R.v. Decker's Verlag,
1532,ruffner-rub,"R{\""u}ffner \& Rub",Rüffner & Rub,
1533,rader,Rader,Rader,
1534,raffaello-cortina,Raffaello Cortina,Raffaello Cortina,
1535,raisons-dagir-editions,Raisons d'agir {\'e}ditions,Raisons d'agir éditions,
1536,ramsay,Ramsay,Ramsay,
1537,rand-mc-nally-and-co,Rand-McNally {and} Co.,Rand-McNally and Co.,
1538,random-house,Random House,Random House,
1539,raven-press,Raven Press,Raven Press,
1540,re-press,Re.Press,Re.Press,
1541,reaktion-books,Reaktion Books,Reaktion Books,
1542,reclam,Reclam,Reclam,
1543,regnery-books,Regnery Books,Regnery Books,
1544,reimer,Reimer,Reimer,
1545,reinhardt,Reinhardt,Reinhardt,
1546,research-studies-press,Research Studies Press,Research Studies Press,
1547,rhein-verlag,Rhein-Verlag,Rhein-Verlag,
