bibkey,note_perso,note_stock,note_missing,change_request,dltc_copyediting_note,todo_general
jones_ge:1981,,file,,,,
jones_ha:1976,,file,,,,
jones_ha:1977,,file,,,,
jones_ha:1980,,file,,,,
jones_he:1893,,file,,,,
jones_he:1893a,,file,,,,
jones_he:1893b,,file,,,,
jones_hs:2009,,in file \citep{oppy-trakakis:2009c},,,,
jones_hu:2013,,in file \citep{wake_pa-malpas:2013},,,,
jones_ja:2001,y,file,,,,
jones_ja:2002,,file,,,,
jones_ja:2004,,file,,,,
jones_ja:2004a,,file,,,,
jones_ja:2017a,,in file \citep{zack_n:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oxfordhb/9780190236953.001.0001,,
jones_ja:2018,,in file \citep{taylor_pc-etal:2018},,,,
jones_je:2005,,file,,,,
jones_je:2007,,file,,,,
jones_jf:1983,,file,,,,
jones_jr:1950,,file,,,,
jones_jr:1950a,,file,,,,
jones_jr:1950b,,file,,,,
jones_jr:1956,,file,,,,
jones_jr:1959,,file,,,,
jones_ju:2010,,in file \citep{faber_r-etal:2010},,,,
jones_k-schroeter:2012,,file,,,,
jones_k-schroeter:2014,,file,,,,
jones_k-schroeter:2018,,,,WP4-GET-PDF (ISBN:9780198797074 / 9780191858291,,
jones_k-schroeter:2018a,,in file \citep{mcpherson_tr-plunkett:2018},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.4324/9781315213217,,
jones_k:1998,,file,,,,
jones_k:2003,"in GE, y",in file \citep{hatzimoysis:2003},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/cbo9780511550270,,
jones_k:2004,,in file \citep{mele_a-rawling:2004},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oxfordhb/9780195145397.001.0001,,
jones_k:2005,,in file \citep{jackson_f-smith:2005},,,DIAL,
jones_k:2006,,file,,,,
jones_k:2008,,in file \citep{mackenzie_c-atkins:2008},,,,
jones_k:2014,,file,,,,
jones_k:2017,,in file \citep{faulkner_p-simpson:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198732549.001.0001,,
jones_kb:1987,,file,,,,
jones_la:2019,,in file \citep{arstila-etal:2019},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1007/978-3-030-22048-8,,
jones_m:2015,,file,,WP17-GET-ENTRIES,,
jones_mat-goldstone:2013,,file,,,DIAL,
jones_mi:2000,,file,,,,
jones_ml:2001a,,file,,,,
jones_ml:2014a,,in file \citep{garrett_a:2014},,,,
jones_ml:2015,,file,,,,
jones_ml:2016,,file (epub),,,,
jones_mr-cartwright:2005,,file,,,,
jones_mr:2005,,in file \citep{jones_mr-cartwright:2005},,,,
jones_ms:2015,,file,,,,
jones_n:2013,,file,,,,
jones_n:2013a,,file,,,,
jones_n:2014,,file,,,,
jones_nd-nielson:1995,,in file \citep{abramsky-etal:1995},,,,
jones_ni:2006,,in file \citep{dinucci-mchugh:2006},,,,
jones_nk:2013,,file,,,,
jones_nk:2015,,in file \citep{bennett_k-zimmerman:2015},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198729242.001.0001,,
jones_nk:2016,,file,,,,
jones_nk:2016a,,file,,WP16-GET-DOIs,,
jones_nk:2016b,,in file \citep{jago:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198709008.001.0001,,
jones_nk:2018,,file,,WP16-GET-DOIs,,
jones_nk:2018a,,,,,DIAL,
jones_nk:2019,,file,,,,
jones_nk:2021,,in file \citep{walters_l-hawthorne:2020},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198712732.001.0001,,
jones_nk:2022,,file,,,,
jones_or:1961,,file,,,,
jones_or:1970,,file,,,,
jones_or:1972,,file,,,,
jones_pa:2023,,in file \citep{adams_cj-etal:2023},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780197655696.001.0001,,
jones_pe:1982,,file,,,,
jones_pe:1983,,in file \citep{griffiths_ap:1983a},,,,
jones_pe:1985,,in file \citep{horton_jo-mendus:1985},,,,
jones_pe:1993,,in file \citep{norton_df:1993},,,,
jones_pe:2003,,in file \citep{bunnin-tsuijames:2003},,,,
jones_pe:2009,,in file \citep{norton_df-taylor:2009},,,,
jones_pe:2013,,in file \citep{gaus_gf-dagostino:2013},,,,
jones_pe:2015,,file,,,,
jones_pe:2018,,in file \citep{etinson_a:2018},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198713258.001.0001,,
jones_pk:2020,,,,WP4-GET-PDF (ISBN:9781526123435 / 9781526160966,,
jones_pr:1991,,in file \citep{woodward_wr-cohen:1991},,,,
jones_ra:2005,,in file \citep{alexander_jc-smith:2005},,,,
jones_rac:2007,,in file \citep{fielding_h-etal:2007},,,,
jones_re:2020,,in file \citep{hetherington_s-smith:2020},,,,
jones_ro:1981,,file,,,,
jones_rom:1964,,file,,,,
jones_t-pravica:2017,,file,,,,
jones_t:2004,,file,,,,
jones_t:2008,,in file \citep{psillos-curd:2008},,,,
jones_t:2010,,in file \citep{campbell_jk-etal:2010a},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.7551/mitpress/9780262014731.001.0001,,
jones_te:2013,,file,,,,
jones_to:2017,,in file \citep{belfrage_b-brook:2017},,,,
jones_tr:2012,,in file \citep{maguire_m-etal:2012},,,,
jones_vfr:1998,,in file \citep{dales_hg-oliveri:1998},,,,
jones_wb:1978,,file,,,,
jones_we-vice:2011,,,,WP4-GET-PDF (ISBN:9780195320398 / 9780199869534,,
jones_we:1998,,file,,,,
jones_we:2002,,file,,,,
jones_we:2006,,file,,,,
jones_we:2009,,in file \citep{haddock_a-etal:2009},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199231188.001.0001,,
jones_wt-fogelin:1997,,file,,,,
jones_wt:1987,,file,,,,
joneslee:2007,,file,,,,
jong-visala:2014,,file,,,,
jongeling-etal:2002,y,file,,,,
jonker_c:1993,,in file \citep{derijke:1993},,,,
jonker_cm-etal:2002,,in file \citep{meyer_jjc-treur:2002},,,,
jonker_cm-treur:2001,,in file \citep{meyer_jjc-treur:2001},,,,
jonker_j:2019,,file,,,,
jonker_j:2020,,file,,,,
jonker_jd-rozeboom:2023,,,,WP4-GET-PDF (ISBN:9780197634295 / 9780197634332,,
jonkers:2012,,file,,,,
jonkers:2014,,file,,,,
jonkisz-koj:2000,,,,WP5-GET-PDF,,
jonsson_ad-peterson:2020,,file,,,,
jonsson_b:1959,,in file \citep{henkin_le-etal:1959},,,,
jonsson_b:1974,,in file \citep{heyting:1974},,,,
jonsson_i:1989,,file,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1515/9783110866858,,
jonsson_op:2005,,file,,,,
jonsson_s:2013,,,,WP4-GET-PDF (ISBN:9780231164788 / 9780231535793,,
joos_e:1990,,file,,,,
joos_e:2006,,in file \citep{clayton_p-davies:2006},,,,
joose_pn:2008,,in file \citep{akasoy-raven:2008},,,,
joosten_j:2000,,file,,,,
joosten_jj-visser:2000,y,,,,,
jopling:1992,,in file \citep{howells_c:1992},,,,
jopling:2013,,in file \citep{fulford-etal:2013},,,,
joralemon:2018,,in file \citep{cann_ck:2018},,,,
jorati:2021,,file,,,DIAL,
jorati:2021a,,in file \citep{jorati:2021},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780190925512.001.0001,,
jorati:2024,,file,,,,
joray_p-mieville:2008,GE,,,,,
joray_p-mieville:2011,GE,,,,,
joray_p:2002,y,file,,,,
joray_p:2007,GE,,,,,
joray_p:2014,,file,,,,
jorba:2015,,file,,,,
jorba:2015a,,file,,,,
jordan_b:2011,,in file \citep{gosseries-vanderborght:2011},,,,
jordan_j-howardsnyder:1996,,,,WP6-GET-PDF,,
jordan_j:1993,,file,,,,
jordan_j:1995,"in GE, y",,,,,
jordan_j:2004,,file,,,,
jordan_j:2005,,in file \citep{wainwright_wj:2005},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/0195138090.001.0001,,
jordan_j:2006,,,,WP4-GET-PDF (ISBN:9780199291328 / 9780191710698,,
jordan_j:2006a,,file,,,,
jordan_j:2010,,in file \citep{taliaferro-etal:2010},,,,
jordan_j:2016,,in file \citep{kvanvig:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198757702.001.0001,,
jordan_j:2017,,file,,,,
jordan_j:2018,,file,,,,
jordan_ja-etal:2015,,in file \citep{kadosh_r-dowker:2015},,,,
jordan_je:2017,,file,,,,
jordan_jn:1971,,file,,,,
jordan_jn:1973,,file,,,,
jordan_ma:2020,,file,,,,
jordan_mc:2013,,file,,WP16-GETDOIs,,
jordan_md:1992,,file,,,,
jordan_mi-jacobs:1992,,in file \citep{davis_sv:1992},,,,
jordan_mi-rosenbaum:1989,,in file \citep{posner_ml:1989},,,,
jordan_mi:2010,,in file \citep{dechter_r-etal:2010},,,,
jordan_nc-etal:2015,,in file \citep{kadosh_r-dowker:2015},,,,
jordan_pa:1934,,file,,,,
jordan_pa:1935,,file,,,,
jordan_pa:1959,,in file \citep{henkin_le-etal:1959},,,,
jordan_pa:1973,,in file \citep{mehra:1973},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1007/978-94-010-2602-4,,
jordan_pa:1973a,,in file \citep{mehra:1973},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1007/978-94-010-2602-4,,
jordan_rw:1973,,in file \citep{kersten_f-zaner:1973},,,,
jordan_w:1990,,file,,,,
jordan_za:1963a,,file,,,,
jorge_m:1990,,file,,,,
jorgensen_ak:2002,,file,,,,
jorgensen_ak:2004,,file,,,,
jorgensen_ak:2008,,file,,,,
jorgensen_ak:2008a,,file,,,,
jorgensen_ak:2010,,file,,,,
jorgensen_ak:2013,,file,,,,
jorgensen_ck:1964,,file,,,,
jorgensen_ck:1967,,file,,,,
jorgensen_d:2018,,in file \citep{galvin_kt:2018},,,,
jorgensen_j:1996,,file,,,,
jorgensen_jo-etal:2019,,,,WP4-GET-PDF (ISBN:9780190297701 / 9780190057329,,
jorgensen_jor:1932,,file,,,,
jorgensen_jor:1935,,file,,,,
jorgensen_jor:1936,,in file \citep{congres:1936g},,,,
jorgensen_jor:1938,,file,,,,
jorgensen_jor:1939,,file,,,,
jorgensen_jor:1951,in GE,,,,,
jorgensen_jor:1953,,file,,,,
jorgensen_jor:1955,,file,,,,
jorgensen_jor:1960,,in file \citep{kazemier-vuysje:1962},,,,
jorgensen_jor:1961,,file,,,,
jorgensen_jor:1961a,,file,,,,
jorgensen_kf-etal:2016,,file,,,,
jorgensen_lm:2011b,,file,,,,
jorgensen_lm:2018,,in file \citep{gennaro:2018},,,,
jorgensen_s:1984,,in file \citep{peczenik-etal:1984},,,,
jorgensen_t:2008,,in file \citep{firey_a:2008},,,,
jorgenson_c:2018,,file,,,,
jorgenson_j-lang:2001,,in file \citep{engquist-schmid:2001},,,,
jorland:1999,,in file \citep{daston:1999},,,,
jose_j:2021,,in file \citep{hongladarom-joaquin:2021},,,,
joseph_cm:2009,in GE,in file \citep{salmela-mayer:2009},,,,
joseph_f-etal:2015,,file,,,,
joseph_f-etal:2015a,,in file \citep{joseph_f-etal:2015},,,,
joseph_f-reynolds:2015,,in file \citep{joseph_f-etal:2015},,,,
joseph_hwb:1910,,file,,,,
joseph_hwb:1910a,,file,,,,
joseph_hwb:1910b,,file,,,,
joseph_hwb:1911,,file,,,,
joseph_hwb:1916,GE,file,,,,
joseph_hwb:1919,,file,,,,
joseph_hwb:1923,,file,,,,
joseph_hwb:1927,,file,,,,
joseph_hwb:1928,,file,,,,
joseph_hwb:1928a,,file,,,,
joseph_hwb:1929,,file,,,,
joseph_hwb:1929a,,file,,,,
joseph_hwb:1932,,file,,,,
joseph_hwb:1932a,,file,,,,
joseph_hwb:1933,,file,,,,
joseph_hwb:1934,,file,,,,
joseph_je:2004,,in file \citep{sanders_c:2004},,,,
joseph_je:2006,,in file \citep{love_ni:2006},,,,
joseph_je:2016,,in file \citep{allan_k:2016},,,,
joseph_s-hefferon:2013,,in file \citep{david_s-etal:2013},,,,
joseph_t:2020,,in file \citep{solomos_j:2020},,,,
josephs:2000,,in file \citep{kronegger:2000},,,,
josephson_jr-josephson:1994,,file,,,,
joshi_ak:1994,,in file \citep{zampolli-etal:1994},,,,
joshi_ak:2002,,in file \citep{nevin_b-johnson:2002a},,,,
joshi_h:2018,,in file \citep{boonin_d:2018},,,,
joshi_h:2024,,file,,,,
joshi_hm:1987,,file,,,,
josifovic-noller:2018,,file,,,,
josifovic-noller:2018a,,in file \citep{josifovic-noller:2018},,,,
josifovic:2015,,file,,,,
josifovic:2018,,in file \citep{josifovic-noller:2018},,,,
joske:1974,y,,,,,
joske:1992,,in file \citep{srzednicki-wood:1992},,,,
josseph_dm:2006,,in file \citep{winkler_kp:2006},,,,
jost_jt-etal:2016,,in file \citep{brosch_t-sander:2016},,,,
jost_lj-wuerth:2011,,file,,,,
jost_lj-wuerth:2011a,,in file \citep{jost_lj-wuerth:2011},,,,
jost_lj:1991,,in file \citep{anton_jp-preus:1991},,,,
jost_lj:2014,,in file \citep{polansky:2014},,,,
jost_w:2010,,in file \citep{hagberg-jost:2010},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781444315592,,
jost_w:2017,,in file \citep{hagberg:2017},,,,
jotterand_f-dubljevic:2016,,file,,,,
jotterand_f-dubljevic:2016a,,in file \citep{jotterand_f-dubljevic:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199396818.001.0001,,
jotterand_f:2016,,in file \citep{jotterand_f-dubljevic:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199396818.001.0001,,
joubaud:1999,,file,,,,
jouen_f-molina:2017,,in file \citep{paolinipaoletti-orilia:2017},,,,
jourdain:1905a,,file,,,,
jourdain:1912a,,file,,,,
jourdain:1916,,file,,,,
jourdain:1918,,file,,,,
jourdain:1919,,file,,,,
jourdain:1919a,,file,,,,
jourdain:1919b,,file,,,,
jourdan-edwards:2021,,in file \citep{edwards_mj:2021},,,,
joutsivuo:2002,,file (bibliography is the file leijenhorst-etal-2002-biblio),,,,
joutsivuo:2007,,in file \citep{lagerlund:2007c},,,,
jouve:2004,,in file \citep{gillis_s-etal:2004},,,,
jovanovic_r:1991,,in file \citep{tymieniecka:1991c},,,,
joy_ls:1987,,file,,,,
joy_ls:1991a,,in file \citep{kelley_dr-popkin:1991},,,,
joy_ls:1997,,file,,,,
joy_ls:2013,in GE,,,,,
joyce_jm:1998,,,,,DIAL,
joyce_jm:1999,,file,,,,
joyce_jm:2002,,file,,,,
joyce_jm:2004,,in file \citep{mele_a-rawling:2004},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oxfordhb/9780195145397.001.0001,,
joyce_jm:2004a,,file,,,,
joyce_jm:2007,,file,,,,
joyce_jm:2009,,in file \citep{huber_f-schmidtpetri:2009},,,,
joyce_jm:2010a,,file,,,,
joyce_jm:2011,,in file \citep{gabbay_dm-etal:2011},,,,
joyce_jm:2012,,file,,,,
joyce_jm:2015,,file,,,,
joyce_jm:2018,,in file \citep{ahlstromvij-dunn:2018},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198779681.001.0001,,
joyce_jm:2018a,,in file \citep{ahmed_a:2018},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/9781316847893,,
joyce_p:2003,,file,,,,
joyce_r-kirchin:2010,,file,,,,
joyce_r:1997,,file,,,,
joyce_r:2001,,file,,,DIAL,
joyce_r:2005,in GE,in file \citep{kalderon:2005},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780199282180.001.0001,,
joyce_r:2006,,file,,,DIAL,
joyce_r:2006a,,file,,,,
joyce_r:2008,,in file \citep{bloomfield_p:2008},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780195305845.001.0001,,
joyce_r:2008a,,file,,,,
joyce_r:2008b,,file,,,,
joyce_r:2008c,,in file \citep{sinnottarmstrong:2008},,,,
joyce_r:2008d,,in file \citep{sinnottarmstrong:2008b},,,,
joyce_r:2008e,,in file \citep{sinnottarmstrong:2008b},,,,
joyce_r:2009,,file,,,,
joyce_r:2009a,,in file \citep{pigden:2009},,,,
joyce_r:2010,,in file \citep{joyce_r-kirchin:2010},,,,
joyce_r:2011a,in GE,,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199606375.001.0001,,
joyce_r:2012,in GE,in file \citep{nuccetelli-seay:2012},,,,
joyce_r:2013,,file,,,,
joyce_r:2013a,,in file \citep{lafollette_h-persson:2013},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1111/b.9780631201199.1999.x,,
joyce_r:2014,,file,,,,
joyce_r:2016,,file,,,,
joyce_r:2016a,,in file \citep{clark_kj:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781118657775,,
joyce_r:2016b,,in file \citep{leibowitz_ud-sinclair:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198778592.001.0001,,
joyce_r:2017,,file,,,,
joyce_r:2018,,in file \citep{machuca:2018},,,,
joyce_r:2018a,,in file \citep{mcpherson_tr-plunkett:2018},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.4324/9781315213217,,
joyce_r:2019,,in file \citep{zimmerman_az-etal:2019},,,,
joynton:1984,,file,,,,
jraissati:2014,,file,,WP16-GETDOIs,,
jraissati:2017,,in file \citep{deroy:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780199688289.001.0001,,
ju_f-liu:2011,,file,,,,
juarezpaz:1959,,file,,,,
juarrero:1981,,file,,,,
juarrero:1999,,file,,,,
juarrero:2010,in GE,in file \citep{aguilar_jh-buckareff:2010},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.7551/mitpress/9780262014564.001.0001,,
jubien:1972,y,"file, in file \citep{jacquette:2002}",,,,
jubien:1974,y,,,,,
jubien:1981,y,,,,,
jubien:1981a,y,,,,,
jubien:1985,,file,,,,
jubien:1988,,in file \citep{chierchia-etal:1988},,,,
jubien:1988a,,in file \citep{austin_df:1988},,,,
jubien:1989,y,file,,,,
jubien:1993a,y,,,,,
jubien:1996,y,,,,,
jubien:1996a,y,,,,,
jubien:1997,GE,,,,,
jubien:2001,,file,,,,
jubien:2001a,,"file, in file \citep{jacquette:2003}",,,,
jubien:2002,,in file \citep{jacquette:2002b},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470996751,,
jubien:2004,y,,,,,
jubien:2007,in GE,in file \citep{zimmerman_dw:2007},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780199218394.001.0001,,
jubien:2009,GE,,,WP4-GET-PDF (ISBN:9780199232789 / 9780191809798,DIAL,
jubien:2010,in GE,in file \citep{koons_rc-bealer:2010},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199556182.001.0001,,
jucker:1992,,in file \citep{parret-verschueren:1992},,,,
jucker:2017,,in file \citep{huang_y:2017},,,,
judaken-bernasconi:2012,,,,WP4-GET-PDF (ISBN:9780231147750 / 9780231519670,,
judaken:2017,,in file \citep{zack_n:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oxfordhb/9780190236953.001.0001,,
judaken:2018,,in file \citep{taylor_pc-etal:2018},,,,
judd_db-etal:1964,,,,,DIAL,
judd_sc:2016,,in file \citep{schmidtke_s:2016},,,,
judge_j:2018,,file,,,,
judisch:2005,,file,,,,
judisch:2008,,file,,,,
judisch:2010,in GE,in file \citep{koons_rc-bealer:2010},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199556182.001.0001,,
judisch:2010a,in GE,in file \citep{hazlett_a:2010},,,,
judisch:2016,,in file \citep{timpe-speak:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198743958.001.0001,,
judkins:2011,,in file \citep{gracyk-kania:2011},,,,
judkins:2011a,,in file \citep{gracyk-kania:2011},,,,
judson-karasmanis:2006,,file,,,,
judson:1987,,file,,,,
judson:1991,,file,,,,
judson:1991a,,in file \citep{judson:1991},,,,
judson:1991b,in GE,in file \citep{burkhardt_h-smith:1991a},,,,
judson:1994,,in file \citep{gill_ml-lennox:1994},,,,
judson:1997,,in file \citep{taylor_ccw:1997},,,,
judson:2000,,file,,,,
judson:2005,,in file \citep{sedley:2005a},,,,
judson:2010,,in file \citep{charles_d:2010},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199564453.001.0001,,
judson:2015,,in file \citep{inwood_b:2015a},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198749516.001.0001,,
judson:2018,,,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/9781108181853,,
judson:2018a,,,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198825128.001.0001,,
judson:2019,,in file \citep{fine_g:2019},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oxfordhb/9780190639730.001.0001,,
judy:2003,,in file \citep{lott_tl-pittman:2003},,,,
judycki:2012,,file,,,,
judycki:2018,,file,,,,
jue_jk:2006,,file,,,,
jue_jk:2008,,in file \citep{coffey_j-lim:2008},,,,
juengel:2005,,in file \citep{gerhardt_v-meyer:2005},,,,
juengel:2011,in GE,in file \citep{hoeffe:2011},,,,
juengst:2007,,in file \citep{steinbock_b:2007},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oxfordhb/9780199562411.001.0001,,
juergasch:2021,,in file \citep{edwards_mj:2021},,,,
juergensmeyer-etal:2013,,file (draft),,WP5-GET-PDF,,
juetten:2010,,file,,,,
juetten:2012,,file,,,,
juetten:2017,,file,,,,
juetten:2018,,in file \citep{gordon_pe-etal:2018},,,,
juffras_a:1989,,in file \citep{lavine_tz-tejera:1989},,,,
jug_sg:2018,,in file \citep{cann_ck:2018},,,,
jugrin:2018,,file,,,,
juhasz:1972,,in file \citep{luxemburg_waj-robinson:1972},,,,
juhasz:1977,,in file \citep{barwise:1977},,,,
juhl_c-loomis:2010,,file,,,,
juhl_c-loomis:2012,,in file \citep{russell_gi-fara:2012},,,,
juhl_c:2000,,file,,,,
juhl_c:2005,,file,,,,
juhl_c:2009,,file,,,,
juhl_c:2010,,file,,,,
juhl_c:2012,,file,,WP17-GET-ENTRIES,,
juhl_c:2015,,file,,,,
juhos:1934,,file,,,,
juhos:1935,,file,,,,
juhos:1936,,file,,,,
juhos:1936b,,file,,,,
juhos:1937,,file,,,,
juhos:1940,,file,,,,
juhos:1965,in GE,,,,,
juhos:1967a,,file,,,,
juhos:1968,,file,,,,
juhos:1968a,,in file \citep{lakatos-musgrave:1968},,,,
juhos:1969,,file,,,,
juhos:1976,,file,,,,
julius_aj:2014,,file,,,,
jumonville:2012,,file,,,,
jun_nj:2010,,in file \citep{franks_b-wilson:2010},,,,
jun_nj:2017,,,,WP5-GET-PDF,,
jung_c-seekings:1997,,file,,,,
jung_c:2006,,in file \citep{goodin_re-tilly:2006},,,,
jung_cg:1951,,file,,,,
jung_em-etal:2013,,file,,,,
jung_em:2011,,in file \citep{schantz-seidel:2011},,,,
jung_em:2012,,file,,,,
jung_em:2014a,in GE,,,,,
jung_hy:1986,,in file \citep{tymieniecka:1986a},,,,
jung_hy:1995,,in file \citep{tymieniecka:1995a},,,,
jung_ja:2016,,file,,,,
jung_ja:2017,,file,,,,
jungeilges:2007,,file,,,,
junger_j:1987,,in file \citep{verschueren-bertuccellipapi:1987},,,,
junghans:2003,,in file \citep{mckim_dk:2003},,,,
jungmann:1905,,in file \citep{claparede:1905},,,,
jungpalczewska:1990,,in file \citep{knuuttila_s-etal:1990},,,,
jungpalczewska:1996,,file,,,,
jungpalczewska:1997,,in file \citep{aertsen-speer:1997},,,,
junod_hp:1968,,file,,,,
junod_r:1958,,file,,,,
juozelis:2012,,file,,,,
jurjako_m:2022,,in file \citep{bercic-etal:2022},,,,
jurkowitz_e:2008,,in file \citep{soler_l-etal:2008},,,,
juschka:2016,,in file \citep{stausberg_m-engler:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oxfordhb/9780198729570.001.0001,,
just_w-weese:1996,LOG,,,,,
just_w-weese:1997,LOG,,,,,
justice:2003,y,,,,,
justice:2007,,file,,,,
justin:2005,,file,,,,
justus:2008,,in file \citep{sarkar_s-plutynski:2008},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470696590,,
justus:2014,,file,,,,
jutel:2016,,in file \citep{solomon_m-etal:2016},,,,
jutronictihomirovic:1991,,file,,,,
jutronictihomirovic:2001,in GE (Zeitschrift),,,,,
jutronictihomirovic:2004,,file,,,,
jutronictihomirovic:2006,,file,,,,
jutronictihomirovic:2007,,file,,,,
jutronictihomirovic:2008,,file,,,,
jutronictihomirovic:2014,,file,,,,
juvet:1936,,in file \citep{congres:1936e},,,,
juvshik:2021,,,,,DIAL,
juvshik:2021a,,,,,DIAL,
juvshik:2021b,,,,,DIAL,
jylkkae:2008,,file,,,,
jylkkae:2013,,file,,,,
kaag:2011,,file,,,,
kaag:2013,,file,,,,
kaag:2014,,file,,,,
kaag:2015,,file,,,,
kaag:2015a,,in file \citep{mcnamee_m-morgan:2015},,,,
kabakciev:2000,,file,,,,
