bibkey,note_perso,note_stock,note_missing,change_request,dltc_copyediting_note,todo_general
adams_f:1985,,file,,,,
adams_f:1989,,file,,,,
adams_f:1991,in GE,,,,,
adams_f:1993a,in GE,,,,,
adams_f:1997,,in file \citep{holmstroemhintikka-tuomela:1997},,,,
adams_f:2002,,file,,,,
adams_f:2003,,in file \citep{stich_sp-warfield:2003},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470998762,,
adams_f:2004,,in file \citep{floridi:2004},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470757017,,
adams_f:2007a,,in file \citep{timmons-etal:2007},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780195311952.001.0001,,
adams_f:2010,,"file, in file \citep{allo:2010}",,,,
adams_f:2010a,in GE,in file \citep{aguilar_jh-buckareff:2010},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.7551/mitpress/9780262014564.001.0001,,
adams_f:2011,,file,,,,
adams_f:2012,,file,,,,
adams_f:2016,,in file \citep{floridi:2016},,,,
adams_f:2019,,in file \citep{colombo_m-etal:2019},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780190662813.001.0001,,
adams_f:2020,,in file \citep{lerner_ad-etal:2020},,,,
adams_gp-etal:1927,,files,,,,
adams_gp-etal:1930,,files,,,,
adams_gp-etal:1932,,some files,,,,
adams_gp-etal:1932a,,some files,,,,
adams_gp-etal:1934,,some files,,,,
adams_gp-etal:1935,,files,,,,
adams_gp-loewenberg:1923,,file,,,,
adams_gp:1924,,in file \citep{adams_gp-loewenberg:1923},,,,
adams_gp:1927,,file,,,,
adams_gp:1930,,file,,,,
adams_gp:1932,,file,,,,
adams_gp:1934,,file,,,,
adams_gp:1935,,file,,,,
adams_jl:1970,,in file \citep{pennock_jr-chapman:1970},,,,
adams_m:2019,,file,,,,
adams_m:2020,,in file \citep{mandle-robertscady:2020},,,,
adams_mm-adams:2022,,,,WP4-GET-PDF (ISBN:9780192862549 / 9780191953606,,
adams_mm-trifogli:2012,,file,,,,
adams_mm-wood:1981,,file,,,,
adams_mm:1980,,file,,,,
adams_mm:1982a,in GE,in file \citep{kretzmann-etal:1982},,,,
adams_mm:1988a,in GE,in file \citep{morris_tv:1988},,,,
adams_mm:1988b,,file,,,,
adams_mm:1991b,,,,,DIAL,
adams_mm:1992,,file,,,,
adams_mm:1992c,,in file \citep{clark_kj:1992},,,,
adams_mm:1993a,in GE,,,,,
adams_mm:1996a,,in file \citep{phillips_dz:1996},,,,
adams_mm:1997,,in file \citep{davis_st:1997},,,,
adams_mm:1998a,,file,,,,
adams_mm:1999,,file,,,,
adams_mm:2003,,file,,,,
adams_mm:2005,,file,,,,
adams_mm:2006,,file,,,DIAL,
adams_mm:2008,,file,,,,
adams_mm:2009,,in file \citep{rea_mc:2009},,,,
adams_mm:2010,GE,file (epub),,,DIAL,
adams_mm:2013a,,in file \citep{pasnau:2013},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199661848.001.0001,,
adams_mm:2014,,file,,,,
adams_mm:2016,,in file \citep{buckareff-nagasawa:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198722250.001.0001,,
adams_mm:2016a,,in file \citep{bergmann_m-brower:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198732648.001.0001,,
adams_mm:2019,,in file \citep{bain_d-etal:2020},,,,
adams_mp:2013,,file,,,,
adams_mp:2014,,file,,,,
adams_n-etal:2013,,,,WP5-GET-PDF,,
adams_n:2005,,in file \citep{marmion_d-hines:2005},,,,
adams_np:2020,,file,,,,
adams_pc:2014,,in file \citep{grimshaw_ma:2014},,,,
adams_rm:1971a,,in file \citep{adams_rm:1987},,,,
adams_rm:1973,,file,,,,
adams_rm:1973a,,in file \citep{adams_rm:1987},,,,
adams_rm:1974,"in GE, y",file,,,DIAL,
adams_rm:1977,y,in file \citep{adams_rm:1987},,,,
adams_rm:1977b,,file,,,,
adams_rm:1979,y,file,,,DIAL,
adams_rm:1979a,,in file \citep{adams_rm:1987},,,,
adams_rm:1979b,,in file \citep{adams_rm:1987},,,,
adams_rm:1979c,,in file \citep{adams_rm:1987},,,,
adams_rm:1979d,,in file \citep{adams_rm:1987},,,,
adams_rm:1980,,in file \citep{adams_rm:1987},,,,
adams_rm:1981,y,file,,,DIAL,
adams_rm:1983,y,in file \citep{adams_rm:1987},,,,
adams_rm:1984,,in file \citep{adams_rm:1987},,,,
adams_rm:1984a,,"file, in file \citep{adams_rm:1987}",,,,
adams_rm:1985a,,in file \citep{tomberlin-vaninwagen:1985},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1007/978-94-009-5223-2,,
adams_rm:1986,y,in file \citep{almog-etal:1989},,,,
adams_rm:1987,,file,,,,
adams_rm:1987b,,in file \citep{adams_rm:1987},,,,
adams_rm:1987c,,in file \citep{sosa_e:1987},,,,
adams_rm:1988c,in GE,in file \citep{morris_tv:1988},,,,
adams_rm:1991,y,,,,,
adams_rm:1992,,file,,,,
adams_rm:1993a,in GE,,,,,
adams_rm:1996a,,in file \citep{phillips_dz:1996},,,,
adams_rm:1997,y,,,,,
adams_rm:1997a,,file,,,,
adams_rm:1997c,,in file \citep{davis_st:1997},,,,
adams_rm:1999,,file,,,,
adams_rm:2001,y,,,,,
adams_rm:2001a,y,,,,,
adams_rm:2002,,file,,,,
adams_rm:2002a,,file,,,,
adams_rm:2003,,file,,,,
adams_rm:2003a,,file,,,,
adams_rm:2006,,file,,,,
adams_rm:2006a,,file,,,,
adams_rm:2007,in GE,in file \citep{vaninwagen-zimmerman:2007},,,,
adams_rm:2007a,in GE,,,,,
adams_rm:2007b,,in file \citep{ayers_m:2007},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.5871/bacad/9780197264201.001.0001,,
adams_rm:2009,,in file \citep{newlands-jorgensen:2009},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199542680.001.0001,,
adams_rm:2009a,,file,,,,
adams_rm:2009b,,in file \citep{tabensky:2009},,,,
adams_rm:2010,,file,,,,
adams_rm:2010a,,file,,,,
adams_rm:2011,,file,,,,
adams_rm:2016,,file,,,,
adams_rm:2021,,file,,,,
adams_s-robson:2016,,file,,,,
adams_s-robson:2020,,file,,,,
adams_s:2015,,file,,,,
adams_su:2011,,,,WP4-GET-PDF (ISBN:9780823234585 / 9780823240739,,
adams_t:2007,,file,,,,
adams_tl:1988,in GE,,,,,
adams_tr:2011,,in file \citep{green_k-mews:2011},,,,
adams_wa:1991,,in file \citep{carver_t:1991},,,,
adams_z-browning:2017,,file,,,,
adams_z-maher:2015,,file,,,,
adams_z-maher:2017,,in file \citep{adams_z-browning:2017},,,,
adams_z:2012,,file,,,,
adams_z:2013,,in file \citep{machuca:2013},,,,
adams_z:2014,,file,,,,
adams_z:2015,,file,,,,
adamson_e:2018,,,,WP4-GET-PDF (ISBN:9780199375967 / 9780199375998,,
adamson_p-edwards:2018,,file,,,,
adamson_p-karfik:2017,,in file \citep{dhoine-martijn:2017},,,,
adamson_p-key:2015,,in file \citep{cameron_m-stainton:2015},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198732495.001.0001,,
adamson_p-taylor:2005,,file,,,,
adamson_p-taylor:2005a,,in file \citep{adamson_p-taylor:2005},,,,
adamson_p-wisnovsky:2017,,in file \citep{pasnau:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198806035.001.0001,,
adamson_p:2001,,file,,,,
adamson_p:2002,,file,,,,
adamson_p:2005,,file,,,,
adamson_p:2006,,file,,,,
adamson_p:2010,in GE,in file \citep{skorupski:2010a},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.4324/9780203850701,,
adamson_p:2010b,,in file \citep{pasnau-vandyke:2010},,,,
adamson_p:2012,,in file \citep{shields_c:2012},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oxfordhb/9780195187489.001.0001,,
adamson_p:2012a,,in file \citep{marenbon:2012},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oxfordhb/9780195379488.001.0001,,
adamson_p:2014,,file,,,,
adamson_p:2014a,,in file \citep{warren_j-sheffield:2014},,,,
adamson_p:2015,GE,file,,,,
adamson_p:2015b,,in file \citep{slavevagriffin-remes:2015},,,,
adamson_p:2016,,file (epub),,,,
adamson_p:2016a,,in file \citep{melamed_yy:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199781874.001.0001,,
adamson_p:2016b,,in file \citep{elrouayheb-schmidtke:2016},,,,
adamson_p:2016c,,in file \citep{taylor_rc-lopezfarjeat:2016},,,,
adamson_p:2016d,,in file \citep{schmidtke_s:2016},,,,
adamson_p:2017a,,in file \citep{harte_v-woolf:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/9781108163866,,
adamson_p:2018a,,in file \citep{adamson_p-edwards:2018},,,,
adamson_p:2018b,,in file \citep{adamson_p-edwards:2018},,,,
adamson_p:2019,,file,,,,
adamson_p:2019a,,file,,WP1-COLL:ADD-REFS,,
adamson_p:2021b,,in file \citep{kriegel_u:2021},,,,
adamson_r:1883,,file,,,,
adamson_w:2003,,in file \citep{baldwin_t:2003},,,,
addelson_kp:1983,,in file \citep{harding_s-hintikka:1983},,,,
addelson_kp:2003,,in file \citep{hankinsonnelson-nelson:2003},,,,
addis_a:1997,,file,,,,
addis_l-etal:2007,GE,,,WP6-GET-PDF,,
addis_l:1974,,in file \citep{schaffner_kf-cohen:1974},,,,
addis_l:1974a,in GE,,,,,
addis_l:1975,,file,,,,
addis_l:1976,,"file, in file \citep{cohen_rs-etal:1976}",,,,
addis_l:1981,,file,,,,
addis_l:1984,,in file \citep{midwest:1984},,,,
addis_l:1989a,y,,,,,
addis_l:1995,y,,,,,
addis_l:1999,,file,,,,
addis_l:2003,,"in file \citep{gracia_j-etal:2003},in file \citep{dahlstrom:2008}",,,,
addis_l:2004,,in file \citep{korta-larrazabal:2004},,,,
addis_l:2005,,in file \citep{forrai_g-kampis:2005},,,,
addis_l:2008a,,in file \citep{egidi_r-bonino:2008},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1515/9783110325980,,
addis_l:2009,,file,,,,
addis_l:2014,,file,,,,
addis_m:1995,,,,WP17-GET-ENTRIES,,
addison-etal:1965,,file,,,,
addison:1974,,in file \citep{jech_t:1974},,,,
addison:2008,,in file \citep{ehrenfeucht-etal:2008},,,,
adeleke-etal:1987,y,in file \citep{dummett_mae:1991},,,,
adelman_le-etal:2017,,in file \citep{demontbiaggi_f:2017},,,,
adelmann:1966,,file,,,,
adelmann:1966a,,in file \citep{adelmann:1966},,,,
adelsberg-etal:2015,,,,WP4-GET-PDF (ISBN:9780823265299 / 9780823266685,,
ademollo:2012,,in file \citep{inwood_b:2012a},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199666164.001.0001,,
ademollo:2015,,in file \citep{cameron_m-stainton:2015},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198732495.001.0001,,
ademollo:2018,,,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198836339.001.0001,,
adenskog:2018,,file,,,,
adewole:2020,,in file \citep{omaoilearca_lc-lagaay:2020},,,,
adger-ramchand:2003,y,file,,,,
adger:2003,GE,,,,,
adian-etal:1980,,file,,,,
adickes:1924,GE,,,,,
adinolfi_i-galzigna:2010,GE,,,,,
adkins_awh:1983,,in file \citep{anton_jp-preus:1983},,,,
adkins_b:1999,,file,,,,
adkins_b:2007,,,,WP4-GET-PDF (ISBN:9780748627967 / 9780748652419,,
adkins_b:2012,,file,,WP16-GETDOIs,,
adler_f:1904,,file,,,,
adler_je-hicks:2014,,in file \citep{chan_t:2014},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199672134.001.0001,,
adler_je-levin:2002,,file,,,,
adler_je-vasiliou:2008,,file,,,,
adler_je:1986,,file,,,,
adler_je:1990,,in file \citep{roth_md-ross:1990},,,,
adler_je:1999,y,,,,,
adler_je:2002,,file,,,,
adler_je:2002a,,file,,,,
adler_je:2002b,,file,,,,
adler_je:2003,,in file \citep{curren:2003},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470996454,,
adler_je:2005,y,,,,,
adler_je:2006,,file,,,,
adler_je:2007,,file,,,,
adler_je:2007a,,in file \citep{antony_lm:2007},,,,
adler_je:2012,,file,,,,
adler_je:2012b,,file,,,,
adler_je:2018,,,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198743965.001.0001,,
adler_ji:2007,,in file \citep{vankerkhove-vanbendegem:2007},,,,
adler_jo:2014,,file,,,,
adler_m:2012,,in file \citep{tiersma_p-solan:2012},,,,
adler_md:2010,,in file \citep{patterson_dm:2010},,,,
adler_md:2015,,in file \citep{hirose-olson:2015},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oxfordhb/9780199959303.001.0001,,
adler_sl:2003,,file,,,,
adler_sl:2004,,file,,,,
adluri_s:2013,,in file \citep{diller_ja-kasher:2013},,,,
adluri_v-lenz:2013,,in file \citep{adluri_v:2013},,,,
adluri_v:2013,,file,,,,
adluri_v:2013a,,in file \citep{adluri_v:2013},,,,
admati:2017,,in file \citep{herzog_l:2017},,,,
admoni:1981,,in file \citep{kanger-oehman:1981},,,,
adolph:1975,,in file \citep{primer:1975},,,,
adomaitis:2012,,file,,,,
adomeit:1982,GE,,,,,
adorni-zock:1996,,,,WP6-GET-PDF,,
adorno_tw-horkheimer:1944,GE,file (draft),,,,
adorno_tw:1940,,file,,,,
adorno_tw:1964,GE,,,,,
adorno_tw:1966,GE,,,,,
adorno_tw:1970,GE,,,,,
adorno_tw:1970a,,file,,,,
adorno_tw:1970b,GE,,,,,
adorno_tw:1973,GE,,,,,
adorno_tw:1973a,GE,,,,,
adorno_tw:1973b,,file,,,,
adorno_tw:1990,,file,,,,
adorno_tw:2001,,file,,,,
adrados_fr:1981,,in file \citep{trabant:1981},,,,
adriaans-vanbenthem:2008,,file,,,,
adriaans-vanbenthem:2008a,,in file \citep{adriaans-vanbenthem:2008},,,,
adriaans:2008,,in file \citep{adriaans-vanbenthem:2008},,,,
adriaens_p-deblock:2022,,file,,,,
adriaenssen_ht:2011,,file,,,,
adriaenssen_ht:2014,,in file \citep{pasnau:2014},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198718468.001.0001,,
adriaenssen_ht:2015,,file,,,,
adriaenssen_ht:2018,,file,,,,
aebi:1960,,file,,,,
aebli:1984,,file,,,,
aerts:1981,,in file \citep{beltrametti-vanfraassen:1981},,,,
aerts:1998,,file (bibliography: cf.~castellani-e-1998-biblio),,,,
aertsen-pickave:2002,,file,,WP8-COLL:ADD-REFS,,
aertsen-pickave:2004,,file,,WP8-COLL:ADD-REFS,,
aertsen-speer:1996,,file,,WP8-COLL:ADD-REFS,,
aertsen-speer:1997,,file,,,,
aertsen-speer:1998,,files,,,,
aertsen-speer:2000,,file,,,,
aertsen:1991,,in file \citep{mojsisch-pluta:1991},,,,
aertsen:1991a,,file,,,,
aertsen:1998a,,file,,,,
aertsen:2000,,in file \citep{aertsen-speer:2000},,,,
aertsen:2002,,file,,,,
aertsen:2010,,in file \citep{pasnau-vandyke:2010},,,,
aertsen:2011,,in file \citep{emery_k-etal:2011},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1163/ej.9789004169425.i-1006,,
aertsen:2012,,file,,,,
aeschbach_s:2017,,file,,,,
afaki:2013,,in file \citep{tymieniecka:2013},,,,
afaki:2014,,in file \citep{tymieniecka:2014a},,,,
afeissa:2009a,,file,,,,
afejuku:2004,,in file \citep{tymieniecka:2004b},,,,
afejuku:2005,,in file \citep{tymieniecka:2005a},,,,
afejuku:2005a,,in file \citep{tymieniecka:2005a},,,,
afejuku:2007,,in file \citep{tymieniecka:2007b},,,,
afejuku:2016,,in file \citep{tymieniecka-truttycoohill:2016},,,,
afejuku:2021,,in file \citep{hornbuckle-etal:2021},,,,
affeldt:1998,,file,,,,
affeldt:1999,,file,,,,
affeldt:2014,,file,,,,
afonasin-etal:2012,,file,,,,
aga_n-etal:2021,,in file \citep{focquaert_f-etal:2021},,,,
agamben:1999,,file,,,,
agamben:2017,,in file \citep{meierhenrich-simons:2017},,,,
agamben:2018,,,,WP4-GET-PDF (ISBN:9780262037594 / 9780262345231,,
agamsegal_r:2012,,file,,,,
agamsegal_r:2014,,file,,,,
agar-marshall:2015,,in file \citep{arras-etal:2015},,,,
agar:2003,y,,,,DIAL,
agar:2010,,file,,,,
agar:2013,,in file \citep{caplan_al-arp:2013},,,,
agar:2014,,file,,,,
agarwala_bk:1986,,in file \citep{richardson_hes:1999},,,,
agarwala_bk:1987,,file,,,,
agarwala_bk:1990,,file,,,,
agarwala_bk:2004,,file,,,,
agassi-cohen:1982,,file,,,,
agassi-jarvie:1987,,file,,,,
agassi-jarvie:1987a,,in file \citep{agassi-jarvie:1987},,,,
agassi-jarvie:1987b,,in file \citep{agassi-jarvie:1987},,,,
agassi-jarvie:1987c,,in file \citep{agassi-jarvie:1987},,,,
agassi-jarvie:1987d,,in file \citep{agassi-jarvie:1987},,,,
agassi-jarvie:1987e,,in file \citep{agassi-jarvie:1987},,,,
agassi-sagal:1975,,file,,,,
agassi:1963,,file,,,,
agassi:1967,,in file \citep{cohen_rs-wartofsky:1967},,,,
agassi:1969,,in file \citep{cohen_rs-wartofsky:1969a},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1007/978-94-010-3378-7,,
agassi:1969a,,in file \citep{cohen_rs-wartofsky:1969},,,,
agassi:1974c,,in file \citep{seeger_rj-cohen:1974},,,,
agassi:1975,,file,,,,
agassi:1976,,in file \citep{kasher_a:1976},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1007/978-94-010-1876-0,,
agassi:1976a,,in file \citep{cohen_rs-etal:1976},,,,
agassi:1976b,,in file \citep{cohen_rs-etal:1976a},,,,
agassi:1976c,,in file \citep{przelecki-etal:1976},,,,
agassi:1980,,in file \citep{nickles_t:1980},,,,
agassi:1981,,file,,,,
agassi:1981a,,in file \citep{drazengrmek-etal:1981},,,,
agassi:1981b,,file,,,,
agassi:1982,,file,,,,
agassi:1984,,in file \citep{andersson_g:1984},,,,
agassi:1985,,file,,,,
agassi:1986,,file,,,,
agassi:1987a,,in file \citep{agassi-jarvie:1987},,,,
agassi:1987b,,in file \citep{agassi-jarvie:1987},,,,
agassi:1987c,,in file \citep{shimony_a-nails:1987},,,,
agassi:1988a,,in file \citep{helman_dh:1988},,,,
agassi:1989,,in file \citep{dagostino_f-jarvie:1989},,,,
agassi:1991a,,in file \citep{munevar:1991},,,,
agassi:1994,,in file \citep{gould_c-cohen:1994},,,,
agassi:1995,,in file \citep{gavroglu_k-etal:1995},,,,
agassi:1996,,in file \citep{odonahue-kitchener:1996},,,,
agassi:1997,,in file \citep{ginev-cohen:1997},,,,
agassi:2007,,in file \citep{suareziniguez:2007},,,,
agassi:2008,,file,,,,
agassi:2008a,,file,,,,
agassi:2008b,,file,,,,
agassi:2011,,file,,,,
agassi:2013,,file,,,,
agassi:2013a,,in file \citep{mulligan_k-etal:2013},,,,
agathangelou:2020,,in file \citep{schippers_b:2020},,,,
agazzi_ev-cordero:1991,,file,,,,
agazzi_ev-darvas:1997,,file,,,,
agazzi_ev-etal:1989,,file,,,,
agazzi_ev-etal:2008,,file,,,,
agazzi_ev-pauri:2000,,file,,,,
agazzi_ev-pauri:2000a,,in file \citep{agazzi_ev-pauri:2000},,,,
agazzi_ev:1975,,file,,,,
agazzi_ev:1976b,,in file \citep{przelecki-etal:1976},,,,
agazzi_ev:1977b,,in file \citep{butts_re-hintikka:1977c},,,,
agazzi_ev:1978,y,file,,,,
agazzi_ev:1980,,file,,,,
agazzi_ev:1980a,,file,,WP8-COLL:ADD-REFS,,
agazzi_ev:1980c,y,,,,,
agazzi_ev:1980d,,in file \citep{dallachiara:1980},,,,
agazzi_ev:1980f,,in file \citep{agazzi_ev:1980},,,,
agazzi_ev:1981a,,in file \citep{hintikka_j-etal:1981a},,,,
agazzi_ev:1985b,,in file \citep{essler_wk-etal:1985},,,,
agazzi_ev:1986a,,file,,,,
agazzi_ev:1988,,file,,,,
agazzi_ev:1988d,,in file \citep{agazzi_ev:1988},,,,
agazzi_ev:1988e,,in file \citep{batens-vanbendegem:1988},,,,
agazzi_ev:1989,,file,,,,
agazzi_ev:1989a,,in file \citep{fenstad-etal:1989},,,,
agazzi_ev:1991a,,file,,,,
agazzi_ev:1991b,,in file \citep{agazzi_ev-cordero:1991},,,,
agazzi_ev:1991d,,in file \citep{agazzi_ev:1991a},,,,
agazzi_ev:1992,in GE,,,,,
agazzi_ev:1994,y,in file \citep{floistad:1994},,,,
agazzi_ev:1995,,in file \citep{kucuradi-cohen:1995},,,,
agazzi_ev:1997a,,,,WP5-GET-PDF,,
agazzi_ev:1997f,,in file \citep{ginev-cohen:1997},,,,
agazzi_ev:1997g,,in file \citep{agazzi_ev-darvas:1997},,,,
agazzi_ev:1998a,,file,,,,
agazzi_ev:2000,,in file \citep{agazzi_ev-pauri:2000},,,,
agazzi_ev:2001a,,in file \citep{tymieniecka-agazzi:2001},,,,
agazzi_ev:2008,,in file \citep{agazzi_ev-etal:2008},,,,
agazzi_ev:2014a,,file,,,,
agazzi_ev:2016,,file,,,,
agazzi_ev:2017,,file,,,,
agazzi_ev:2017a,,in file \citep{agazzi_ev:2017},,,,
agazzi_ev:2017b,,in file \citep{agazzi_ev:2017},,,,
ageron_p:2005,in LOG,in file \citep{beziau:2005},,,,
aggarwal_sk-pettus:2017,,in file \citep{corns:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.4324/9781315742205,,
aggerholm:2015,,in file \citep{mcnamee_m-morgan:2015},,,,
aggleton_jp-young:2000,,in file \citep{lane_rd-nadel:2000},,,,
aggleton_s:2014,,in file \citep{direk-lawlor:2014},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781118607138,,
agha:2016,,in file \citep{elrouayheb-schmidtke:2016},,,,
agich:1983,,file,,,,
agnafors:2015,,file,,,,
agnew_r:2017,,in file \citep{brisman_a-etal:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.4324/9781315744902,,
agosta_l:1978,,file,,,,
agostini_i:2017,,file,,,,
agostini_s-leblanc:2015,,file,,,,
agotnes-rodriguezaguilar:2009,,in file \citep{makinson-etal:2009},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1007/978-1-4020-9084-4,,
agozino:2017,,in file \citep{brisman_a-etal:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.4324/9781315744902,,
agrillo:2015,,in file \citep{kadosh_r-dowker:2015},,,,
aguilar_jh-buckareff:2010,GE,file,,,DIAL,
aguilar_jh-buckareff:2010a,in GE,in file \citep{aguilar_jh-buckareff:2010},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.7551/mitpress/9780262014564.001.0001,,
aguilar_jh-buckareff:2015,,in file \citep{buckareff-etal:2015},,,,
aguilar_jh-etal:2011,GE,file,,,,
aguilar_jh-etal:2011a,in GE,in file \citep{aguilar_jh-etal:2011},,,,
aguilar_jh:2007,,file,,,,
aguilar_jh:2010,,in file \citep{nuccetelli-etal:2010},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781444314847,,
aguilar_jh:2010a,in GE,in file \citep{aguilar_jh-buckareff:2010},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.7551/mitpress/9780262014564.001.0001,,
aguilar_jl:1992,,in file \citep{ezquerro-larrazabal:1992},,,,
aguilar_mi:2013,,in file \citep{cooper_t:2013},,,,
aguilera-fernandezduque:2016,,file,,,,
aguileradreyse:2011,,file,,,,
aguirre:1970,,file,,,,
aguirre:1972,,in file \citep{claesges-held:1972},,,,
agule_c:2023,,file,,WP16-GET-DOIs,,
agyingi-etal:2014,,in file \citep{brattka_v-etal:2014},,,,
aharonov_d-vazirani:2013,,in file \citep{copeland_bj-etal:2013},,,,
aharonov_y-albert:1987,,in file \citep{hiley_b-peat:1987},,,,
aharonov_y-cohen:2014,,in file \citep{gao_s:2014},,,,
aharonov_y-etal:2017,,in file \citep{baram_n-gattei:2017},,,,
aharonov_y-vaidman:1997,,in file \citep{cohen_rs-etal:1997a},,,,
ahbelrappe-kamtekar:2006,,file,,,,
ahbelrappe:1998,,file,,,,
ahbelrappe:2006,,in file \citep{benson_h:2006},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470996256,,
ahbelrappe:2009,,in file \citep{dillon_jm-brisson:2009},,,,
ahbelrappe:2010,,in file \citep{turner_jd-corrigan:2010a},,,,
ahbelrappe:2015,,in file \citep{slavevagriffin-remes:2015},,,,
aher_m:2012,,in file \citep{aloni-etal:2012},,,,
ahern_a:2006,,in file \citep{vonheusinger-turner:2006},,,,
ahissar_m-hochstein:2004,,,,,DIAL,
ahlberg-brighouse:2010,,file,,,,
ahlert-etal:2001,,file,,,,
ahlert-etal:2001a,,file,,,,
ahlert-kliemt:2001,,file,,,,
ahlert-kliemt:2006,,file,,,,
ahlert:2001,,file,,,,
ahlert:2007,,file,,,,
ahlskog:2018,,in file \citep{dharamsi_k-etal:2018},,,,
ahlstromvij-dunn:2018,,file,,,,
ahlstromvij-dunn:2018a,,in file \citep{ahlstromvij-dunn:2018},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198779681.001.0001,,
ahlstromvij-grimm:2013,,file,,,,
ahlstromvij:2005,,file,,,,
ahlstromvij:2008,,in file \citep{grazer-76},,,,
ahlstromvij:2009,,file,,,,
ahlstromvij:2012,,file,,,,
ahlstromvij:2013,,file,,,,
ahlstromvij:2013b,,file,,,,
