id,series_key,name_latex,name_unicode
1368,the_david_hume_series,The David Hume Series,The David Hume Series
1369,questions_d_e_thique,Questions d'{\'e}thique,Questions d'éthique
1370,collection_tir_e_a_part_dirig_e_e_par_jean_pierre_cometti,"collection ``Tir{\'e} {\`a} part'', dirig{\'e}e par Jean-Pierre Cometti","collection “Tiré à part”, dirigée par Jean-Pierre Cometti"
1371,de_l_allemagne,De l'Allemagne,De l'Allemagne
1372,bollingen_series_lxxi_1,"Bollingen Series, LXXI.1","Bollingen Series, LXXI.1"
1373,dictionnaires_dalloz,Dictionnaires Dalloz,Dictionnaires Dalloz
1374,christianity_in_modern_china,Christianity in Modern China,Christianity in Modern China
1375,human_perspectives_in_health_sciences_and_technology,Human Perspectives in Health Sciences and Technology,Human Perspectives in Health Sciences and Technology
1376,schriften_der_carl_friedrich_von_siemens_stiftung,Schriften der Carl Friedrich von Siemens Stiftung,Schriften der Carl Friedrich von Siemens Stiftung
1377,st_andrews_studies_in_philosophy_and_public_affairs,St.~Andrews Studies in Philosophy and Public Affairs,St. Andrews Studies in Philosophy and Public Affairs
1378,wadworth_studies_in_philosophical_criticism,Wadworth Studies in Philosophical Criticism,Wadworth Studies in Philosophical Criticism
1379,s_o_ren_kierkegaards_v_ae_rker,S{\o}ren Kierkegaards V{\ae}rker,Søren Kierkegaards Værker
1380,boston_studies_in_the_philosophy_and_history_of_science,Boston Studies in the Philosophy and History of Science,Boston Studies in the Philosophy and History of Science
1381,the_international_research_library_of_philosophy,The International Research Library of Philosophy,The International Research Library of Philosophy
1382,studies_in_cognitive_systems,Studies in Cognitive Systems,Studies in Cognitive Systems
1383,corpus_des_oe_uvres_de_philosophie_en_langue_fran_c_c_aise,Corpus des {\oe}uvres de philosophie en langue fran{\c{c}}aise,Corpus des œuvres de philosophie en langue française
1384,phaenomenologica,Phaenomenologica,Phaenomenologica
1385,kunstphilosophie,KunstPhilosophie,KunstPhilosophie
1386,blackwell_public_philosophy_series,Blackwell Public Philosophy Series,Blackwell Public Philosophy Series
1387,biblioth_e_que_des_id_e_es,Biblioth{\`e}que des id{\'e}es,Bibliothèque des idées
1388,universit_a_degli_studi_di_lecce_pubblicazioni_del_dipartimento_di_filosofia_nouova_serie,"Universit{\`a} degli Studi di Lecce, Pubblicazioni del dipartimento di filosofia, nouova serie","Università degli Studi di Lecce, Pubblicazioni del dipartimento di filosofia, nouova serie"
1389,lecture_notes_in_physics,Lecture Notes in Physics,Lecture Notes in Physics
1390,the_university_series_in_mathematics,The University Series in Mathematics,The University Series in Mathematics
1391,beitr_a_ge_zur_sozialforschung,"Beitr{\""a}ge zur Sozialforschung",Beiträge zur Sozialforschung
1392,the_western_ontario_series_in_philosophy_of_science,The Western Ontario Series in Philosophy of Science,The Western Ontario Series in Philosophy of Science
1393,posthumanities,posthumanities,posthumanities
1394,renewing_philosophy,Renewing Philosophy,Renewing Philosophy
1395,filosofia,Filosofia,Filosofia
1396,international_library_of_psychology_philosophy_and_scientific_method,"International Library of Psychology, Philosophy and Scientific Method","International Library of Psychology, Philosophy and Scientific Method"
1397,quai_des_sciences,Quai des sciences,Quai des sciences
1398,gesamtausgabe_der_bayerischen_akademie_der_wissenschaften,Gesamtausgabe der Bayerischen Akademie der Wissenschaften,Gesamtausgabe der Bayerischen Akademie der Wissenschaften
1399,m_u_nstersche_forschungen,"M{\""u}nstersche Forschungen",Münstersche Forschungen
1400,studies_in_applied_philosophy_epistemology_and_rational_ethics,"Studies in Applied Philosophy, Epistemology and Rational Ethics","Studies in Applied Philosophy, Epistemology and Rational Ethics"
1401,studies_in_logic,Studies in Logic,Studies in Logic
1402,sitzungsberichte_der_jenaischen_gesellschaft_f_u_r_medizin_und_naturwissenschaft_f_u_das_jahr_1881,"Sitzungsberichte der Jenaischen Gesellschaft f{\""u}r Medizin und Naturwissenschaft f{\""u} das Jahr 1881",Sitzungsberichte der Jenaischen Gesellschaft für Medizin und Naturwissenschaft fü das Jahr 1881
1403,jerusalem_studies_in_philosophy_and_history_of_science,Jerusalem Studies in Philosophy and History of Science,Jerusalem Studies in Philosophy and History of Science
1404,a_sthetiken_x_0_zeitgen_o_ssische_konturen_a_sthetischen_denkens,"{\""A}sthetiken X.0 -- Zeitgen{\""o}ssische Konturen {\""a}sthetischen Denkens",Ästhetiken X.0 – Zeitgenössische Konturen ästhetischen Denkens
1405,actes_du_1er_congr_e_s_international_de_philosophie,Actes du 1er Congr{\`e}s International de Philosophie,Actes du 1er Congrès International de Philosophie
1406,springer_lecture_notes_in_mathematics,Springer Lecture Notes in Mathematics,Springer Lecture Notes in Mathematics
1407,savoirs_et_syst_e_mes_de_pens_e_e_philosophie,Savoirs et syst{\'e}mes de pens{\'e}e ; Philosophie,Savoirs et systémes de pensée ; Philosophie
1408,philo_oe_uvres,Philo-{\oe}uvres,Philo-œuvres
1409,forschungen_und_berichte_der_evangelischen_studiengemeinschaft,Forschungen und Berichte der Evangelischen Studiengemeinschaft,Forschungen und Berichte der Evangelischen Studiengemeinschaft
1410,carl_g_hempel_lecture_series,Carl G.~Hempel Lecture Series,Carl G. Hempel Lecture Series
1411,aristoteles_latinus,Aristoteles Latinus,Aristoteles Latinus
1412,akademie_ausgabe_abteilung_ii_briefe,"Akademie-Ausgabe, Abteilung II: Briefe","Akademie-Ausgabe, Abteilung II: Briefe"
1413,corpus,Corpus,Corpus
1414,lectures_in_computer_science,Lectures in Computer Science,Lectures in Computer Science
1415,selected_papers,Selected Papers,Selected Papers
1416,library_of_philosophy_and_logic,Library of Philosophy and Logic,Library of Philosophy and Logic
1417,circa,Circa,Circa
1418,symposium_aristotelicum,Symposium Aristotelicum,Symposium Aristotelicum
1419,trends_in_logic,Trends in Logic,Trends in Logic
1420,new_horizons_in_criminology,New Horizons in Criminology,New Horizons in Criminology
1421,cambridge_library_collection,Cambridge Library Collection,Cambridge Library Collection
1422,littman_library_of_jewish_civilization,Littman Library of Jewish Civilization,Littman Library of Jewish Civilization
1423,suny_series_in_contemporary_continental_philosophy,Suny Series in Contemporary Continental Philosophy,Suny Series in Contemporary Continental Philosophy
1425,un_ordre_d_id_e_es,Un ordre d'id{\'e}es,Un ordre d'idées
1426,d_e_bats,D{\'e}bats,Débats
1427,publications_in_mediaeval_studies,Publications in Mediaeval studies,Publications in Mediaeval studies
1428,oxford_studies_in_semantics_and_pragmatics,Oxford Studies in Semantics and Pragmatics,Oxford Studies in Semantics and Pragmatics
1429,new_studies_in_ethics,New Studies in Ethics,New Studies in Ethics
1430,sic_et_non,Sic et Non,Sic et Non
1431,acteurs_de_la_science,Acteurs de la Science,Acteurs de la Science
1432,major_conservative_and_liberarian_thinkers,Major Conservative and Liberarian Thinkers,Major Conservative and Liberarian Thinkers
1433,vienna_circle_collection,Vienna Circle Collection,Vienna Circle Collection
1434,the_humanities_in_asia,The Humanities in Asia,The Humanities in Asia
1435,groningen_amsterdam_studies_in_semantics,Groningen-Amsterdam Studies in Semantics,Groningen-Amsterdam Studies in Semantics
1436,u2,U2,U2
1437,encyclop_e_die_de_la_pl_e_iade,Encyclop{\'e}die de la Pl{\'e}iade,Encyclopédie de la Pléiade
1438,ver_o_ffentlichungen_der_internationalen_hegel_vereinigung,"Ver{\""o}ffentlichungen der Internationalen Hegel-Vereinigung",Veröffentlichungen der Internationalen Hegel-Vereinigung
1439,patrimoine,Patrimoine,Patrimoine
1440,themata,Themata,Themata
1441,continuum_studies_in_continental_philosophy,Continuum Studies in Continental Philosophy,Continuum Studies in Continental Philosophy
1442,logische_philosophie,Logische Philosophie,Logische Philosophie
1443,oxford_handbooks,Oxford Handbooks,Oxford Handbooks
1444,sophia_studies_in_cross_cultural_philosophy_of_traditions_and_cultures,Sophia Studies in Cross-cultural Philosophy of Traditions and Cultures,Sophia Studies in Cross-cultural Philosophy of Traditions and Cultures
1445,gf_philosophes,GF Philosophes,GF Philosophes
1446,ciba_foundation_symposium,Ciba Foundation Symposium,Ciba Foundation Symposium
1447,collection_science_m_e_taphysique,Collection Science \& M{\'e}taphysique,Collection Science & Métaphysique
1448,heidegger_forum,Heidegger Forum,Heidegger Forum
1449,handbook_of_behavioral_neurobiology,Handbook of Behavioral Neurobiology,Handbook of Behavioral Neurobiology
1450,travaux_de_logique,Travaux de Logique,Travaux de Logique
1451,science_ouverte,Science ouverte,Science ouverte
1452,encyclopedia_of_indian_religions,Encyclopedia of Indian Religions,Encyclopedia of Indian Religions
1453,language_and_thought,Language and Thought,Language and Thought
1454,biblioth_e_que_de_philosophie,Biblioth{\'e}que de philosophie,Bibliothéque de philosophie
1455,gesamtausgabe_ii_abteilung_vorlesungen_1919_1944_marburger_vorlesungen_1923_1928,"Gesamtausgabe; II.~Abteilung: Vorlesungen 1919--1944, Marburger Vorlesungen 1923--1928","Gesamtausgabe; II. Abteilung: Vorlesungen 1919–1944, Marburger Vorlesungen 1923–1928"
1456,cosmologiques,CosmoLogiques,CosmoLogiques
1457,epistemische_studien_epistemic_studies,Epistemische Studien / Epistemic Studies,Epistemische Studien / Epistemic Studies
1458,the_cambridge_history_of_science,The Cambridge History of Science,The Cambridge History of Science
1459,la_couleur_des_id_e_es,La couleur des id{\'e}es,La couleur des idées
1460,fundamenta_iuris,fundamenta iuris,fundamenta iuris
1461,travaux_du_coll_e_ge_de_france,Travaux du Coll{\'e}ge de France,Travaux du Collége de France
1462,classics_after_antiquity,Classics after Antiquity,Classics after Antiquity
1463,papers_in_medieval_studies,Papers in Medieval Studies,Papers in Medieval Studies
1464,philosopher_en_sciences_sociales,Philosopher en sciences sociales,Philosopher en sciences sociales
1465,clarendon_law_series,Clarendon law series,Clarendon law series
1466,petite_biblioth_e_que_des_id_e_es,Petite biblioth{\'e}que des id{\'e}es,Petite bibliothéque des idées
1467,innovations_in_philosophy,Innovations in Philosophy,Innovations in Philosophy
1468,publications_du_laboratoire_de_la_pens_e_e_ancienne_et_m_e_di_e_vale_universit_e_d_ottawa,"Publications du Laboratoire de la pens{\'e}e ancienne et m{\'e}di{\'e}vale, Universit{\'e} d'Ottawa","Publications du Laboratoire de la pensée ancienne et médiévale, Université d'Ottawa"
1469,gesamtausgabe_i_abteilung_ver_o_ffentlichte_schriften_1910_1976,"Gesamtausgabe; I.~Abteilung: Ver{\""o}ffentlichte Schriften 1910--1976",Gesamtausgabe; I. Abteilung: Veröffentlichte Schriften 1910–1976
1470,cambridge_companions_to_history,Cambridge Companions to History,Cambridge Companions to History
1471,berlin_studies_in_knowledge_research,Berlin Studies in Knowledge Research,Berlin Studies in Knowledge Research
1472,cambridge_texts_in_the_history_of_philosophy,Cambridge Texts in the History of Philosophy,Cambridge Texts in the History of Philosophy
1474,philosophers,Philosophers,Philosophers
1475,droit_international,Droit international,Droit international
1476,erfurter_studien_zur_kulturgeschichte_des_orthodoxen_christentums,Erfurter Studien zur Kulturgeschichte des orthodoxen Christentums,Erfurter Studien zur Kulturgeschichte des orthodoxen Christentums
1477,arts_et_esth_e_tique,Arts et esth{\'e}tique,Arts et esthétique
1478,studia_leibnitiana_sonderheft,Studia Leibnitiana Sonderheft,Studia Leibnitiana Sonderheft
1479,topics_in_historical_philosophy,Topics in Historical Philosophy,Topics in Historical Philosophy
1480,pubblicazioni_del_centro_interdipartimentale_di_studi_su_descartes_e_il_seicento_dell_universit_a_di_lecce,Pubblicazioni del Centro interdipartimentale di Studi su Descartes e il Seicento dell'Universit{\`a} di Lecce,Pubblicazioni del Centro interdipartimentale di Studi su Descartes e il Seicento dell'Università di Lecce
1481,chroniques_de_l_institut_international_de_philosophie,Chroniques de l'Institut international de philosophie,Chroniques de l'Institut international de philosophie
1482,krisis,Krisis,Krisis
1484,character_self_and_sociability_in_the_scottish_enlightenment,"Character, Self, and Sociability in the Scottish Enlightenment","Character, Self, and Sociability in the Scottish Enlightenment"
1485,fundamentals_of_logic,Fundamentals of Logic,Fundamentals of Logic
1486,modernit_e_s,Modernit{\'e}s,Modernités
1487,philosophische_vortr_a_ge_ver_o_ffentlicht_von_der_kantgesellschaft,"Philosophische Vortr{\""a}ge ver{\""o}ffentlicht von der Kantgesellschaft",Philosophische Vorträge veröffentlicht von der Kantgesellschaft
1488,l_aube_poche,L'aube poche,L'aube poche
1489,bulletin_of_the_institute_of_classical_studies_supplement,"Bulletin of the Institute of Classical Studies, Supplement","Bulletin of the Institute of Classical Studies, Supplement"
1490,problemi_di_filosofia_dell_esperienza,Problemi di filosofia dell'esperienza,Problemi di filosofia dell'esperienza
1491,the_seven_deadly_sins,The Seven Deadly Sins,The Seven Deadly Sins
1492,metaphilosophy,Metaphilosophy,Metaphilosophy
1493,cambridge_studies_in_philosophy,Cambridge Studies in Philosophy,Cambridge Studies in Philosophy
1494,texts_in_german_philosophy,Texts in German Philosophy,Texts in German Philosophy
1495,vancouver_studies_in_cognitive_science,Vancouver Studies in Cognitive Science,Vancouver Studies in Cognitive Science
1496,european_journal_of_philosophy_book_series,European Journal of Philosophy Book Series,European Journal of Philosophy Book Series
1497,le_livre_de_poche,Le livre de Poche,Le livre de Poche
1498,frontiers_in_artificial_intelligence_and_applications,Frontiers in Artificial intelligence and Applications,Frontiers in Artificial intelligence and Applications
1499,cambridge_law_handbooks,Cambridge Law Handbooks,Cambridge Law Handbooks
1501,perspectives_in_mathematical_logic,Perspectives in Mathematical Logic,Perspectives in Mathematical Logic
1502,sagesses_e_ternelles,Sagesses {\'e}ternelles,Sagesses éternelles
1503,major,Major,Major
1504,vertical,Vertical,Vertical
1505,elementa_texte,Elementa-Texte,Elementa-Texte
1506,international_encyclopedia_of_unified_science,International Encyclopedia of Unified Science,International Encyclopedia of Unified Science
1508,ashgate_studies_in_the_history_of_philosophical_theology,Ashgate Studies in the History of Philosophical Theology,Ashgate Studies in the History of Philosophical Theology
1509,modern_european_philosophy,Modern European Philosophy,Modern European Philosophy
1510,la_librairie_des_humanit_e_s,La Librairie des Humanit{\'e}s,La Librairie des Humanités
1511,proceedings_of_symposia_in_pure_mathematics,Proceedings of Symposia in Pure Mathematics,Proceedings of Symposia in Pure Mathematics
1512,nouveau_coll_e_ge_de_philosophie,Nouveau coll{\`e}ge de philosophie,Nouveau collège de philosophie
1513,l_aventure_int_e_rieure,L'aventure int{\'e}rieure,L'aventure intérieure
1514,collection_historique,Collection historique,Collection historique
1515,a_la_recherche_des_sciences_sociales,A la recherche des sciences sociales,A la recherche des sciences sociales
1516,critical_connections,Critical Connections,Critical Connections
1518,the_cambridge_edition_of_early_christian_writings,The Cambridge Edition of Early Christian Writings,The Cambridge Edition of Early Christian Writings
1519,critical_introductions_to_contemporary_epistemology,Critical Introductions to Contemporary Epistemology,Critical Introductions to Contemporary Epistemology
1520,filosofia_e_scienza_nel_cinquecento_e_nel_seicento,Filosofia e scienza nel Cinquecento e nel Seicento,Filosofia e scienza nel Cinquecento e nel Seicento
1521,seuil_essais,Seuil Essais,Seuil Essais
1522,d_e_mocratie_ou_totalitarisme,D{\'e}mocratie ou totalitarisme,Démocratie ou totalitarisme
1523,fuldaer_studien,Fuldaer Studien,Fuldaer Studien
1524,lecture_notes_in_logic,Lecture Notes in Logic,Lecture Notes in Logic
1525,fichte_studien_supplementa,Fichte Studien Supplementa,Fichte Studien Supplementa
1526,modern_introductions_to_philosophy,Modern Introductions to Philosophy,Modern Introductions to Philosophy
1527,topics_in_contemporary_philosophy,Topics in Contemporary Philosophy,Topics in Contemporary Philosophy
1529,oe_uvres_de_gabriel_tarde_seconde_s_e_rie,{\OE}uvres de Gabriel Tarde seconde s{\'e}rie,Œuvres de Gabriel Tarde seconde série
1530,accounting_finance_sustainability_governance_fraud_theory_and_application,"Accounting, Finance, Sustainability, Governance & Fraud: Theory and Application","Accounting, Finance, Sustainability, Governance Fraud: Theory and Application"
1531,philosophia_lovaniensis,Philosophia Lovaniensis,Philosophia Lovaniensis
1532,inventeurs_de_formes,Inventeurs de formes,Inventeurs de formes
1533,ideen_argumente,Ideen \& Argumente,Ideen & Argumente
1534,mouton_series_in_pragmatics,Mouton Series in Pragmatics,Mouton Series in Pragmatics
1535,bowling_green_studies_in_applied_philosophy,Bowling Green Studies in Applied Philosophy,Bowling Green Studies in Applied Philosophy
1536,studien_aus_dem_c_g_jung_institut,Studien aus dem C.G.~Jung - Institut,Studien aus dem C.G. Jung - Institut
1537,biblioteca_di_nuncius,"Biblioteca di ``Nuncius''\,",Biblioteca di “Nuncius”
1538,histoire_des_sciences_humaines,Histoire des Sciences humaines,Histoire des Sciences humaines
1539,dynamiques_du_sens,Dynamiques du sens,Dynamiques du sens
1540,essais,Essais,Essais
1541,philosophical_issues_in_science,Philosophical Issues in Science,Philosophical Issues in Science
1542,fathers_of_the_chuch_a_new_translation,Fathers of the Chuch: A New Translation,Fathers of the Chuch: A New Translation
1543,akademie_ausgabe_abteilung_iv_vorlesungen,"Akademie-Ausgabe, Abteilung IV: Vorlesungen","Akademie-Ausgabe, Abteilung IV: Vorlesungen"
1544,problemi_attuali_di_scienza_di_cultura,Problemi attuali di scienza di cultura,Problemi attuali di scienza di cultura
1545,publications_of_luther_agricola_society_b,Publications of Luther-Agricola Society B,Publications of Luther-Agricola Society B
1546,cambridge_companions_to_literature,Cambridge Companions to Literature,Cambridge Companions to Literature
1547,cambridge_greek_and_latin_classics,Cambridge Greek and Latin Classics,Cambridge Greek and Latin Classics
1548,innsbruck_studies_in_philosophy_of_religion,Innsbruck Studies in Philosophy of Religion,Innsbruck Studies in Philosophy of Religion
1549,conceptus_studien,Conceptus-Studien,Conceptus-Studien
1550,commentaria_in_aristotelem_graeca_et_byzantina,Commentaria in Aristotelem Graeca et Byzantina,Commentaria in Aristotelem Graeca et Byzantina
1551,modern_studies_in_philosophy,Modern Studies in Philosophy,Modern Studies in Philosophy
1552,blanche,Blanche,Blanche
1553,archives_internationales_d_histoire_des_id_e_es,Archives Internationales d'Histoire des Id{\'e}es,Archives Internationales d'Histoire des Idées
1554,cambrige_studies_in_philosophy_and_biology,Cambrige Studies in Philosophy and Biology,Cambrige Studies in Philosophy and Biology
1555,reading_parfit_on_what_matters,Reading Parfit on What Matters,Reading Parfit on What Matters
1556,oxford_essays_in_analytical_theology,Oxford Essays in Analytical Theology,Oxford Essays in Analytical Theology
1557,modern_masters,Modern Masters,Modern Masters
1558,cambridge_studies_in_religion_and_platonism,Cambridge Studies in Religion and Platonism,Cambridge Studies in Religion and Platonism
1559,cahiers_de_royaumont_philosophie,"Cahiers de Royaumont, Philosophie","Cahiers de Royaumont, Philosophie"
1560,ius_gentium_comparative_perspectives_on_law_and_justice,Ius Gentium.~Comparative Perspectives on Law and Justice,Ius Gentium. Comparative Perspectives on Law and Justice
1561,documents,Documents,Documents
1562,fondements_de_la_politique,Fondements de la politique,Fondements de la politique
1563,quadrige_manuels,Quadrige ; Manuels,Quadrige ; Manuels
1564,impacts_des_nouvelles_technologies,Impacts des nouvelles technologies,Impacts des nouvelles technologies
1565,documents_spirituels,Documents spirituels,Documents spirituels
1566,cambridge_hegel_translations,Cambridge Hegel Translations,Cambridge Hegel Translations
1567,mouvement_des_savoirs,Mouvement des savoirs,Mouvement des savoirs
1568,saggi,Saggi,Saggi
1569,amsterdam_studies_in_jewish_philosophy,Amsterdam Studies in Jewish Philosophy,Amsterdam Studies in Jewish Philosophy
1570,topoi_berlin_studies_of_the_ancient_world,Topoi -- Berlin Studies of the Ancient World,Topoi – Berlin Studies of the Ancient World
1571,studies_in_ethics_philosophy_of_religion,Studies in Ethics \& Philosophy of Religion,Studies in Ethics & Philosophy of Religion
1572,the_works_of_jonathan_edwards,The Works of Jonathan Edwards,The Works of Jonathan Edwards
1573,the_collected_works_of_henry_h_price,The Collected Works of Henry H.~Price,The Collected Works of Henry H. Price
1574,forschungen_zur_geschichte_der_philosophie_und_der_p_a_dagogik,"Forschungen zur Geschichte der Philosophie und der P{\""a}dagogik",Forschungen zur Geschichte der Philosophie und der Pädagogik
1575,les_marches_du_temps,Les marches du temps,Les marches du temps
1576,beitr_a_ge_zur_politischen_wissenschaft,"Beitr{\""a}ge zur Politischen Wissenschaft",Beiträge zur Politischen Wissenschaft
1577,oxford_studies_in_the_history_of_philosophy,Oxford Studies in the History of Philosophy,Oxford Studies in the History of Philosophy
1578,franciscan_institute_publications_philosophy_series,"Franciscan Institute Publications, Philosophy Series","Franciscan Institute Publications, Philosophy Series"
1579,droit_et_soci_e_t_e,Droit et soci{\'e}t{\'e},Droit et société
1581,distinguished_harvard_dissertations_in_philosophy,Distinguished Harvard dissertations in Philosophy,Distinguished Harvard dissertations in Philosophy
1582,springer_texts_in_business_and_economics,Springer Texts in Business and Economics,Springer Texts in Business and Economics
1583,schriften_der_philosophisch_historischen_klasse_der_heidelberger_akademie_der_wissenschaften,Schriften der philosophisch-historischen Klasse der Heidelberger Akademie der Wissenschaften,Schriften der philosophisch-historischen Klasse der Heidelberger Akademie der Wissenschaften
1584,philosophische_schriften,Philosophische Schriften,Philosophische Schriften
1585,tetsugaku_companions_to_japanese_philosophy,Tetsugaku Companions to Japanese Philosophy,Tetsugaku Companions to Japanese Philosophy
1586,studia_friburgensia,Studia Friburgensia,Studia Friburgensia
1587,titre_courant,Titre courant,Titre courant
1588,studies_in_global_justice,Studies in Global Justice,Studies in Global Justice
1589,soci_e_t_e_histoire_et_m_e_decine,"Soci{\'e}t{\'e},histoire et m{\'e}decine","Société,histoire et médecine"
1590,histoire_de_la_philosophie,Histoire de la philosophie,Histoire de la philosophie
1591,points_sagesse,Points ; Sagesse,Points ; Sagesse
1592,cambridge_tracts_in_mathematics,Cambridge Tracts in Mathematics,Cambridge Tracts in Mathematics
1593,critique,Critique,Critique
1594,new_directions_in_social_psychology,New Directions in Social Psychology,New Directions in Social Psychology
1595,la_nuit_surveill_e_e,La nuit surveill{\'e}e,La nuit surveillée
1597,logiques_juridiques,Logiques juridiques,Logiques juridiques
1598,classic_thinkers,Classic Thinkers,Classic Thinkers
1599,biblioth_e_que_de_l_ecole_des_hautes_etudes_section_des_sciences_religieuses,Biblioth{\`e}que de l'Ecole des Hautes Etudes.~Section des Sciences Religieuses,Bibliothèque de l'Ecole des Hautes Etudes. Section des Sciences Religieuses
1600,histoire_des_doctrines_de_l_antiquit_e_classique,Histoire des doctrines de l'Antiquit{\'e} classique,Histoire des doctrines de l'Antiquité classique
1601,oxford_companions,Oxford Companions,Oxford Companions
1602,language_cognition_and_mind,"Language, Cognition, and Mind","Language, Cognition, and Mind"
1604,routledge_handbooks_in_applied_ethics,Routledge Handbooks in Applied Ethics,Routledge Handbooks in Applied Ethics
1605,recherches_de_th_e_ologie_et_philosophie_m_e_di_e_vales_bibliotheca,Recherches de th{\'e}ologie et philosophie m{\'e}di{\'e}vales -- Bibliotheca,Recherches de théologie et philosophie médiévales – Bibliotheca
1606,first_books_in_philosophy,First Books in Philosophy,First Books in Philosophy
1607,philosophia_antiqua,Philosophia Antiqua,Philosophia Antiqua
1608,theory_and_decision_library,Theory and Decision Library,Theory and Decision Library
1609,frontiers_of_philosophy,Frontiers of Philosophy,Frontiers of Philosophy
1610,scientia_nova,Scientia Nova,Scientia Nova
1611,contemporary_philosophy,Contemporary Philosophy,Contemporary Philosophy
1612,philoth_e_que,Philoth{\`e}que,Philothèque
1613,travaux_de_philosophie,Travaux de philosophie,Travaux de philosophie
1614,cerf_histoire,Cerf Histoire,Cerf Histoire
1615,history_and_philosophy_of_science,History and Philosophy of Science,History and Philosophy of Science
1616,psychological_issues,Psychological Issues,Psychological Issues
1617,machine_translation_technologies_and_applications,Machine Translation: Technologies and Applications,Machine Translation: Technologies and Applications
1618,akademische_studien_vortr_a_ge,"Akademische Studien \& Vortr{\""a}ge",Akademische Studien & Vorträge
1619,scriptorum_classicorum,Scriptorum Classicorum,Scriptorum Classicorum
1620,lecture_notes_in_computer_science,Lecture Notes in Computer Science,Lecture Notes in Computer Science
1621,le_noeud_gordien,Le noeud gordien,Le noeud gordien
1622,e_thique_politique_et_science,"{\'E}thique, politique et science","Éthique, politique et science"
1623,la_petite_vermillon,La petite vermillon,La petite vermillon
1624,unipa_springer_series,UNIPA Springer Series,UNIPA Springer Series
1625,spudasmata,Spudasmata,Spudasmata
1626,nachgelassene_schriften,Nachgelassene Schriften,Nachgelassene Schriften
1627,harvester_studies_in_cognitive_science,Harvester Studies in Cognitive Science,Harvester Studies in Cognitive Science
1628,american_philosophical_quarterly_monograph_series,American Philosophical Quarterly Monograph Series,American Philosophical Quarterly Monograph Series
1629,concepts,Concepts,Concepts
1630,rencontres_orient_occident,Rencontres Orient-Occident,Rencontres Orient-Occident
1631,l_esprit_frappeur,L'esprit frappeur,L'esprit frappeur
1632,miscellanea_mediaevalia,Miscellanea Mediaevalia,Miscellanea Mediaevalia
1633,philosophy_classics,Philosophy Classics,Philosophy Classics
1635,studies_in_theoretical_and_applied_ethics,Studies in Theoretical and Applied Ethics,Studies in Theoretical and Applied Ethics
1636,the_cambridge_edition_of_the_works_of_schopenhauer,The Cambridge Edition of the Works of Schopenhauer,The Cambridge Edition of the Works of Schopenhauer
1637,biblioth_e_que_thomiste,Biblioth{\'e}que thomiste,Bibliothéque thomiste
1638,the_problems_of_philosophy_their_past_and_present,"The Problems of Philosophy, their Past and Present","The Problems of Philosophy, their Past and Present"
1639,le_scribe_cosmopolite,Le Scribe Cosmopolite,Le Scribe Cosmopolite
1640,nijhoff_international_philosophy_series,Nijhoff International Philosophy Series,Nijhoff International Philosophy Series
1641,the_palgrave_macmillan_animal_ethics_series,The Palgrave Macmillan Animal Ethics Series,The Palgrave Macmillan Animal Ethics Series
1643,collection_d_esth_e_tique,Collection d'esth{\'e}tique,Collection d'esthétique
1644,gesamtausgabe_reihe_i_schriften,"Gesamtausgabe, Reihe I (Schriften)","Gesamtausgabe, Reihe I (Schriften)"
1645,boston_college_studies_in_philosophy,Boston College Studies in Philosophy,Boston College Studies in Philosophy
1646,philosophie_du_pr_e_sent,Philosophie du pr{\'e}sent,Philosophie du présent
1647,diagonales_critiques,Diagonales critiques,Diagonales critiques
1648,scientia_danica_series_h_humanistica_8,"Scientia Danica: Series H, Humanistica 8","Scientia Danica: Series H, Humanistica 8"
1649,nieuwe_nerderlandse_bijdragentot_de_geschiedenis_der_geneeskunde,Nieuwe Nerderlandse Bijdragentot de Geschiedenis der Geneeskunde,Nieuwe Nerderlandse Bijdragentot de Geschiedenis der Geneeskunde
1650,l_a_ne_d_or,L'{\^a}ne d'or,L'âne d'or
1651,coup_double,Coup double,Coup double
1652,agora,Agora,Agora
1653,cambridge_studies_in_philosophy_and_biology,Cambridge Studies in Philosophy and Biology,Cambridge Studies in Philosophy and Biology
1654,gf_texte_int_e_gral,GF texte int{\'e}gral,GF texte intégral
1655,dioti,Dioti,Dioti
1656,le_point_philosophique,Le point philosophique,Le point philosophique
1657,pubblicazioni_del_centro_di_ricerche_di_metafisica_sezione_di_metafisica_e_storia_della_metafisica,"Pubblicazioni del Centro di ricerche di metafisica, sezione di metafisica e storia della metafisica","Pubblicazioni del Centro di ricerche di metafisica, sezione di metafisica e storia della metafisica"
1658,cambridge_classical_studies,Cambridge Classical Studies,Cambridge Classical Studies
1659,einheitswissenschaft,Einheitswissenschaft,Einheitswissenschaft
1661,passages,Passages,Passages
1662,espaces_litt_e_raires,Espaces litt{\'e}raires,Espaces littéraires
1664,gesamtausgabe_iv_abteilung_hinweise_und_aufzeichnungen,Gesamtausgabe; IV.~Abteilung: Hinweise und Aufzeichnungen,Gesamtausgabe; IV. Abteilung: Hinweise und Aufzeichnungen
1665,taking_on_the_political,Taking on the Political,Taking on the Political
1666,studien_zur_geschichte_der_wissenschaften_in_basel_neue_folge,Studien zur Geschichte der Wissenschaften in Basel.~Neue Folge,Studien zur Geschichte der Wissenschaften in Basel. Neue Folge
1667,nachgedacht,nachGedacht,nachGedacht
