id,series_key,name_latex,name_unicode
767,m_e_moires_jean_paterne_antiquit_e_s,M{\'e}moires Jean Paterne ; Antiquit{\'e}s,Mémoires Jean Paterne ; Antiquités
768,collection_horos,Collection Horos,Collection Horos
769,indispensable,Indispensable,Indispensable
770,routledge_handbooks_in_applied_linguistics,Routledge Handbooks in Applied Linguistics,Routledge Handbooks in Applied Linguistics
771,l_inspiration_philosophique,L'inspiration philosophique,L'inspiration philosophique
772,bor_e_al_compact,Bor{\'e}al compact,Boréal compact
773,encyclop_e_die_psychologique,Encyclop{\'e}die psychologique,Encyclopédie psychologique
774,temps_critiques,Temps critiques,Temps critiques
775,semiotica_e_filosofia_del_linguaggio,Semiotica e filosofia del linguaggio,Semiotica e filosofia del linguaggio
776,studies_in_the_foundations_methodology_and_philosophy_of_science,Studies in the Foundations.~Methodology and Philosophy of Science,Studies in the Foundations. Methodology and Philosophy of Science
777,radical_orthodoxy,Radical Orthodoxy,Radical Orthodoxy
778,philo_notions,Philo-notions,Philo-notions
779,analytica_liber_conversus,Analytica: Liber Conversus,Analytica: Liber Conversus
780,histoire_l_levi,Histoire (L.~Levi),Histoire (L. Levi)
781,schriften_zur_transzendentalphilosophie,Schriften zur Transzendentalphilosophie,Schriften zur Transzendentalphilosophie
782,l_esprit_de_la_cit_e,L'esprit de la cit{\'e},L'esprit de la cité
783,virtues_and_economics,Virtues and Economics,Virtues and Economics
784,problems_of_philosophy,Problems of Philosophy,Problems of Philosophy
785,th_e_mes_d_e_bats,Th{\'e}mes \& D{\'e}bats,Thémes & Débats
786,les_essais,Les essais,Les essais
787,studies_in_epistemology_and_cognitive_science,Studies in epistemology and cognitive science,Studies in epistemology and cognitive science
788,europ_a_ische_hochschulschriften_european_universtiy_studies_publications_universitaires_europ_e_ennes,"Europ{\""a}ische Hochschulschriften / European Universtiy Studies / Publications universitaires europ{\'e}ennes",Europäische Hochschulschriften / European Universtiy Studies / Publications universitaires européennes
790,european_review_of_philosophy,European Review of Philosophy,European Review of Philosophy
791,deleuze_connections,Deleuze Connections,Deleuze Connections
792,lauener_library_of_analytical_philosophy,Lauener Library of Analytical Philosophy,Lauener Library of Analytical Philosophy
793,l_oe_uvre_latine_de_ma_i_tre_eckhart,L'{\OE}uvre Latine de Ma{\^{\i}}tre Eckhart,L'Œuvre Latine de Maître Eckhart
794,oxford_textbooks_in_linguistics,Oxford Textbooks in Linguistics,Oxford Textbooks in Linguistics
795,proceedings_of_the_british_academy,Proceedings of the British Academy,Proceedings of the British Academy
796,the_cambridge_history_of_modern_european_thought,The Cambridge History of Modern European Thought,The Cambridge History of Modern European Thought
797,early_christianity_in_the_context_of_antiquity,Early Christianity in the Context of Antiquity,Early Christianity in the Context of Antiquity
798,the_great_philosophers,The Great Philosophers,The Great Philosophers
799,il_quadrato_delle_opposizioni,Il Quadrato delle opposizioni,Il Quadrato delle opposizioni
800,historiographies_of_science,Historiographies of Science,Historiographies of Science
801,historical_dictionaries_of_religions_philosophies_and_movements,"Historical Dictionaries of Religions, Philosophies, and Movements","Historical Dictionaries of Religions, Philosophies, and Movements"
802,dik_e,Dik{\`e},Dikè
803,bollingen_series_lxxi_2,"Bollingen Series, LXXI.2","Bollingen Series, LXXI.2"
804,beihefte_zum_corpus_philosophorum_teutonicorum_medii_aevi,Beihefte zum Corpus Philosophorum Teutonicorum Medii Aevi,Beihefte zum Corpus Philosophorum Teutonicorum Medii Aevi
805,indiana_series_in_the_philosophy_of_religion,Indiana Series in the Philosophy of Religion,Indiana Series in the Philosophy of Religion
806,sciences_of_antiquity,Sciences of Antiquity,Sciences of Antiquity
807,philosophy_and_medicine,Philosophy and Medicine,Philosophy and Medicine
808,sociologie_d_aujourd_hui,Sociologie d'aujourd'hui,Sociologie d'aujourd'hui
809,j_e_sus_et_j_e_sus_christ,J{\'e}sus et J{\'e}sus-Christ,Jésus et Jésus-Christ
810,le_point_th_e_ologique,Le point th{\'e}ologique,Le point théologique
811,the_university_of_western_ontario_series_in_philosophy_of_science,The University of Western Ontario Series in Philosophy of Science,The University of Western Ontario Series in Philosophy of Science
812,banc_d_essais,Banc d'essais,Banc d'essais
813,gesammelte_werke_erste_abteilung,"Gesammelte Werke, Erste Abteilung","Gesammelte Werke, Erste Abteilung"
814,pour_comprendre,Pour comprendre,Pour comprendre
815,approches,Approches,Approches
816,a_history_of_philosophy_without_any_gaps,A History of Philosophy Without Any Gaps,A History of Philosophy Without Any Gaps
817,collection_u_g_e_ographie,Collection U ; G{\'e}ographie,Collection U ; Géographie
818,sciences_sup,Sciences Sup,Sciences Sup
819,claremont_studies_in_the_philosophy_of_religion,Claremont Studies in the Philosophy of Religion,Claremont Studies in the Philosophy of Religion
820,political_thinkers,Political Thinkers,Political Thinkers
821,ashgate_philosophy_of_religion_series,Ashgate Philosophy of Religion Series,Ashgate Philosophy of Religion Series
822,collaborative_bioethics,Collaborative Bioethics,Collaborative Bioethics
823,intersections_in_continental_and_analytic_philosophy,Intersections in Continental and Analytic Philosophy,Intersections in Continental and Analytic Philosophy
824,contributi_di_teologia,Contributi di Teologia,Contributi di Teologia
825,synthesis_lectures_on_engineers_technology_society,"Synthesis Lectures on Engineers, Technology, & Society","Synthesis Lectures on Engineers, Technology, Society"
826,techno_phil_aktuelle_herausforderungen_der_technikphilosophie,Techno:Phil -- Aktuelle Herausforderungen der Technikphilosophie,Techno:Phil – Aktuelle Herausforderungen der Technikphilosophie
827,learning_development_and_conceptual_change,"learning, development, and conceptual change","learning, development, and conceptual change"
828,penguin_classics,Penguin Classics,Penguin Classics
829,d_e_marches_de_pens_e_e,D{\'e}marches de pens{\'e}e,Démarches de pensée
830,springer_lecture_notes_in_computer_science,Springer Lecture Notes in Computer Science,Springer Lecture Notes in Computer Science
831,the_routledge_philosophers_in_focus,The Routledge Philosophers in Focus,The Routledge Philosophers in Focus
832,brill_s_companions_to_the_christian_tradition,Brill's Companions to the Christian Tradition,Brill's Companions to the Christian Tradition
833,e_tudes_psychanalytiques,{\'E}tudes psychanalytiques,Études psychanalytiques
834,libro_universitario_materiales,"Libro universitario, Materiales","Libro universitario, Materiales"
835,jadavpur_studies_in_philosophy,Jadavpur Studies in Philosophy,Jadavpur Studies in Philosophy
836,actualit_e_s_scientifiques_et_industrielles_histoire_de_la_pens_e_e,Actualit{\'e}s scientifiques et industrielles.~Histoire de la pens{\'e}e,Actualités scientifiques et industrielles. Histoire de la pensée
837,rep_e_res_philosophiques,Rep{\`e}res philosophiques,Repères philosophiques
838,annales_universitatis_saraviensis,Annales Universitatis Saraviensis,Annales Universitatis Saraviensis
839,wijsgerige_teksten_en_studies,Wijsgerige Teksten en Studies,Wijsgerige Teksten en Studies
840,studies_in_natural_language_processing,Studies in natural language processing,Studies in natural language processing
841,handbooks_of_linguistics_and_communication_science,Handbooks of Linguistics and Communication Science,Handbooks of Linguistics and Communication Science
842,frontiers_in_artifical_intelligence_and_applications,Frontiers in Artifical Intelligence and Applications,Frontiers in Artifical Intelligence and Applications
843,library_of_theoria,Library of Theoria,Library of Theoria
844,istituto_nazionale_di_studi_sul_rinascimento_studi_e_testi,Istituto nazionale di studi sul Rinascimento.~Studi e testi,Istituto nazionale di studi sul Rinascimento. Studi e testi
845,biblioth_e_que_de_l_e_volution_de_l_humanit_e,Biblioth{\`e}que de l'{\'e}volution de l'humanit{\'e},Bibliothèque de l'évolution de l'humanité
846,sitzungsberichte_der_jenaischen_gesellschaft_f_u_r_medizin_und_naturwissenschaft_f_u_das_jahr_1882,"Sitzungsberichte der Jenaischen Gesellschaft f{\""u}r Medizin und Naturwissenschaft f{\""u} das Jahr 1882",Sitzungsberichte der Jenaischen Gesellschaft für Medizin und Naturwissenschaft fü das Jahr 1882
847,bibliotheca_britannica_philosophica,Bibliotheca Britannica Philosophica,Bibliotheca Britannica Philosophica
848,studies_in_modern_european_literature_and_thought,Studies in Modern European Literature and Thought,Studies in Modern European Literature and Thought
849,marquette_studies_in_philosophy,Marquette Studies in Philosophy,Marquette Studies in Philosophy
850,champs,Champs,Champs
851,questions_disput_e_es_saint_thomas_et_les_thomistes,Questions disput{\'e}es ; saint Thomas et les Thomistes,Questions disputées ; saint Thomas et les Thomistes
852,pens_e_e_africaine,Pens{\'e}e Africaine,Pensée Africaine
853,schriften_der_acad_e_mie_du_midi,Schriften der Acad{\'e}mie du Midi,Schriften der Académie du Midi
854,selected_studies_in_phenomenology_and_existential_philosophy,Selected Studies in Phenomenology and Existential Philosophy,Selected Studies in Phenomenology and Existential Philosophy
855,z_e_t_e_sis,Z{\^e}t{\^e}sis,Zêtêsis
856,publications_de_la_facult_e_des_lettres_et_sciences_humaines_de_toulouse_s_e_rie_a,"Publications de la Facult{\'e} des Lettres et Sciences Humaines de Toulouse, S{\'e}rie A","Publications de la Faculté des Lettres et Sciences Humaines de Toulouse, Série A"
857,e_tudes_de_philosophie_m_e_di_e_vale,{\'E}tudes de philosophie m{\'e}di{\'e}vale,Études de philosophie médiévale
858,essais_payot,Essais Payot,Essais Payot
859,beitr_a_ge_zur_bolzano_forschung,"Beitr{\""a}ge zur Bolzano-Forschung",Beiträge zur Bolzano-Forschung
860,l_univers_de_l_art,L'Univers de l'art,L'Univers de l'art
861,collection_philosophie,Collection Philosophie,Collection Philosophie
862,mondes_anglophones,Mondes anglophones,Mondes anglophones
863,soochow_university_lectures_in_philosophy,Soochow University Lectures in Philosophy,Soochow University Lectures in Philosophy
864,studies_in_science_and_the_humanities_from_the_reilly_center_for_science_technology_and_values,"Studies in Science and the Humanities from the Reilly Center for Science, Technology, and Values","Studies in Science and the Humanities from the Reilly Center for Science, Technology, and Values"
865,home_university_library_of_modern_knowledge,Home University Library of Modern Knowledge,Home University Library of Modern Knowledge
866,des_travaux,Des Travaux,Des Travaux
867,wiener_reihe_1986,Wiener Reihe 1986,Wiener Reihe 1986
868,hypomnemata,Hypomnemata,Hypomnemata
869,wissenschaftliche_abhandlungen_und_reden_zur_philosophie_politik_und_geistesgeschichte,"Wissenschaftliche Abhandlungen und Reden zur Philosophie, Politik und Geistesgeschichte","Wissenschaftliche Abhandlungen und Reden zur Philosophie, Politik und Geistesgeschichte"
870,journal_of_philosophy_of_education,Journal of Philosophy of Education,Journal of Philosophy of Education
871,forschungen_und_materialien_zur_deutschen_aufkl_a_rung,"Forschungen und Materialien zur deutschen Aufkl{\""a}rung",Forschungen und Materialien zur deutschen Aufklärung
872,current_issues_in_linguistic_theory,Current Issues in Linguistic Theory,Current Issues in Linguistic Theory
873,exploration,Exploration,Exploration
874,oxford_science_publications,Oxford Science Publications,Oxford Science Publications
875,gesammelte_werke_i_abteilung_deutsche_schriften,"Gesammelte Werke, I.~Abteilung: Deutsche Schriften","Gesammelte Werke, I. Abteilung: Deutsche Schriften"
876,musique_musicologie,Musique - musicologie,Musique - musicologie
877,key_concepts_in_philosophy,Key Concepts in Philosophy,Key Concepts in Philosophy
878,auctores_britannici_medii_aevi,Auctores Britannici Medii Aevi,Auctores Britannici Medii Aevi
879,philosophia_naturalis_et_geometricalis,Philosophia Naturalis et Geometricalis,Philosophia Naturalis et Geometricalis
880,schriftenreihe_der_o_sterreichischen_ludwig_wittgenstein_gesellschaft,"Schriftenreihe der {\""O}sterreichischen Ludwig Wittgenstein Gesellschaft",Schriftenreihe der Österreichischen Ludwig Wittgenstein Gesellschaft
881,ph_a_nomenologische_forschungen_beihefte,"Ph{\""a}nomenologische Forschungen, Beihefte","Phänomenologische Forschungen, Beihefte"
882,l_indispensable,L'indispensable,L'indispensable
883,hegel_studien_beiheft,"Hegel-Studien, Beiheft","Hegel-Studien, Beiheft"
884,abhandlungen_zur_philosophie_psychologie_und_p_a_dagogik,"Abhandlungen zur Philosophie, Psychologie und P{\""a}dagogik","Abhandlungen zur Philosophie, Psychologie und Pädagogik"
885,biblioth_e_que_des_sciences_humaines,Biblioth{\'e}que des sciences humaines,Bibliothéque des sciences humaines
886,max_planck_research_library_for_the_history_and_development_of_knowledge_proceedings,Max Planck Research Library for the History and Development of Knowledge Proceedings,Max Planck Research Library for the History and Development of Knowledge Proceedings
887,entscheidungs_und_organisationstheorie,Entscheidungs- und Organisationstheorie,Entscheidungs- und Organisationstheorie
888,analecta_husserliana,Analecta Husserliana,Analecta Husserliana
889,les_r_e_f_e_rents,Les r{\'e}f{\'e}rents,Les référents
890,reihe_interkulturelle_philosophie,Reihe Interkulturelle Philosophie,Reihe Interkulturelle Philosophie
891,les_massicot_e_s,Les massicot{\'e}s,Les massicotés
892,studies_in_philosophy_and_the_history_of_philosophy,Studies in Philosophy and the History of Philosophy,Studies in Philosophy and the History of Philosophy
893,estetica_mente_linguaggi,Estetica / Mente / Linguaggi,Estetica / Mente / Linguaggi
